# ----------------------------------------
# 1 Master View
# Location
# 20180201-20180228
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
Sunnyvale,"Feb 1, 2018 - Feb 28, 2018",All Users,"1,282",837,"1,796",20.27%,6.23,00:03:12,105,"$24,465.55",5.85%,40.53%
Sunnyvale,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,192,156,226,27.88%,5.18,00:02:29,11,"$2,575.34",4.87%,33.19%
Sunnyvale,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,135,50,281,9.61%,9.67,00:06:26,105,"$24,465.55",37.37%,121.00%
Sunnyvale,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,115,94,141,34.04%,3.97,00:01:33,0,$0.00,0.00%,9.22%
(not set),"Feb 1, 2018 - Feb 28, 2018",All Users,964,921,"1,012",74.11%,2.34,00:00:54,8,"$2,175.97",0.79%,8.10%
(not set),"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,630,620,648,90.74%,1.58,00:00:23,2,$202.97,0.31%,4.48%
(not set),"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,9,4,13,0.00%,10.38,00:06:21,8,"$2,175.97",61.54%,176.92%
(not set),"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,445,424,467,80.94%,2.10,00:00:42,2,$202.97,0.43%,6.21%
San Jose,"Feb 1, 2018 - Feb 28, 2018",All Users,766,578,993,24.77%,6.43,00:03:38,76,"$14,914.05",7.65%,45.62%
San Jose,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,141,127,166,43.37%,4.53,00:02:26,5,$830.99,3.01%,27.11%
San Jose,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,87,34,189,12.17%,10.47,00:07:23,76,"$14,914.05",40.21%,129.10%
San Jose,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,239,210,280,38.57%,4.60,00:02:12,1,$119.00,0.36%,15.00%
Los Angeles,"Feb 1, 2018 - Feb 28, 2018",All Users,651,540,854,33.84%,4.88,00:02:44,29,"$5,055.04",3.40%,28.10%
Los Angeles,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,123,105,146,48.63%,3.77,00:01:57,2,$341.97,1.37%,16.44%
Los Angeles,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,40,17,83,9.64%,8.82,00:06:28,29,"$5,055.04",34.94%,118.07%
Los Angeles,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,249,224,306,47.06%,3.61,00:01:34,1,$10.99,0.33%,8.17%
Chicago,"Feb 1, 2018 - Feb 28, 2018",All Users,470,379,700,33.43%,5.88,00:03:11,59,"$9,322.42",8.43%,40.29%
Chicago,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,109,90,162,48.77%,4.59,00:02:43,5,"$1,140.37",3.09%,26.54%
Chicago,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,48,25,133,9.02%,12.07,00:07:14,59,"$9,322.42",44.36%,132.33%
Chicago,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,179,160,224,54.02%,3.21,00:01:14,1,$65.97,0.45%,9.82%
Seattle,"Feb 1, 2018 - Feb 28, 2018",All Users,358,266,513,30.21%,5.77,00:02:22,29,"$4,108.07",5.65%,39.38%
Seattle,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,58,50,64,50.00%,3.67,00:01:33,1,$3.98,1.56%,15.62%
Seattle,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,33,16,61,4.92%,11.93,00:06:01,29,"$4,108.07",47.54%,163.93%
Seattle,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,85,76,99,59.60%,3.07,00:01:03,1,$3.98,1.01%,10.10%
Palo Alto,"Feb 1, 2018 - Feb 28, 2018",All Users,339,176,524,17.56%,6.35,00:03:46,69,"$15,635.28",13.17%,51.91%
Palo Alto,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,49,38,61,27.87%,5.33,00:02:58,5,$734.00,8.20%,29.51%
Palo Alto,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,79,27,162,6.17%,8.49,00:06:58,69,"$15,635.28",42.59%,114.20%
Palo Alto,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,24,18,27,25.93%,4.59,00:01:57,0,$0.00,0.00%,7.41%
Austin,"Feb 1, 2018 - Feb 28, 2018",All Users,323,255,430,23.72%,6.70,00:03:46,36,"$9,299.14",8.37%,52.33%
Austin,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,54,46,64,43.75%,5.17,00:02:47,5,$863.03,7.81%,43.75%
Austin,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,35,22,74,14.86%,12.53,00:08:30,36,"$9,299.14",48.65%,170.27%
Austin,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,61,51,71,56.34%,3.00,00:01:31,0,$0.00,0.00%,7.04%
Santa Clara,"Feb 1, 2018 - Feb 28, 2018",All Users,239,176,317,19.87%,6.14,00:03:10,20,"$3,967.78",6.31%,39.12%
Santa Clara,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,48,38,62,32.26%,3.94,00:02:31,1,$239.90,1.61%,17.74%
Santa Clara,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,25,9,51,7.84%,10.92,00:08:16,20,"$3,967.78",39.22%,135.29%
Santa Clara,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,46,41,55,34.55%,4.07,00:02:04,0,$0.00,0.00%,14.55%
Houston,"Feb 1, 2018 - Feb 28, 2018",All Users,239,221,278,45.68%,4.28,00:01:55,4,$440.55,1.44%,14.03%
Houston,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,63,58,78,70.51%,2.85,00:01:04,1,$53.97,1.28%,10.26%
Houston,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,5,3,6,16.67%,22.67,00:24:01,4,$440.55,66.67%,233.33%
Houston,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,158,144,183,50.82%,3.85,00:01:25,0,$0.00,0.00%,7.10%
Dallas,"Feb 1, 2018 - Feb 28, 2018",All Users,221,186,269,47.96%,3.88,00:01:57,6,$852.73,2.23%,17.10%
Dallas,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,61,53,74,67.57%,2.93,00:00:54,1,$23.96,1.35%,12.16%
Dallas,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,7,3,12,0.00%,14.25,00:08:07,6,$852.73,50.00%,183.33%
Dallas,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,157,137,187,55.61%,3.09,00:01:12,1,$10.99,0.53%,8.56%
Atlanta,"Feb 1, 2018 - Feb 28, 2018",All Users,217,174,285,41.75%,4.55,00:02:16,13,"$2,718.08",4.56%,29.47%
Atlanta,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,49,36,75,70.67%,2.77,00:00:59,2,$544.90,2.67%,18.67%
Atlanta,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,14,7,28,7.14%,9.86,00:05:19,13,"$2,718.08",46.43%,153.57%
Atlanta,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,119,101,150,56.00%,3.14,00:01:29,0,$0.00,0.00%,7.33%
Washington,"Feb 1, 2018 - Feb 28, 2018",All Users,196,165,245,44.49%,4.15,00:02:03,6,$890.73,2.45%,18.78%
Washington,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,49,43,65,69.23%,2.69,00:01:56,0,$0.00,0.00%,15.38%
Washington,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,8,1,15,26.67%,14.67,00:07:09,6,$890.73,40.00%,126.67%
Washington,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,109,95,129,55.81%,2.83,00:01:27,0,$0.00,0.00%,8.53%
San Diego,"Feb 1, 2018 - Feb 28, 2018",All Users,186,169,253,28.46%,6.10,00:03:20,11,"$2,060.55",4.35%,38.74%
San Diego,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,33,30,56,30.36%,6.55,00:02:34,4,"$1,065.20",7.14%,35.71%
San Diego,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,11,7,29,13.79%,14.83,00:10:07,11,"$2,060.55",37.93%,182.76%
San Diego,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,59,53,80,28.75%,4.51,00:01:32,2,"$1,003.29",2.50%,13.75%
Kirkland,"Feb 1, 2018 - Feb 28, 2018",All Users,180,98,276,16.67%,7.33,00:03:49,33,"$6,757.34",11.96%,51.45%
Kirkland,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,26,20,37,18.92%,6.22,00:02:05,1,$149.00,2.70%,27.03%
Kirkland,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,35,9,79,10.13%,9.89,00:06:58,33,"$6,757.34",41.77%,121.52%
Kirkland,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,9,9,10,50.00%,3.80,00:00:55,0,$0.00,0.00%,0.00%
Redmond,"Feb 1, 2018 - Feb 28, 2018",All Users,171,161,189,42.86%,2.99,00:01:42,6,"$1,207.00",3.17%,11.64%
Redmond,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,16,15,16,31.25%,3.38,00:03:26,0,$0.00,0.00%,6.25%
Redmond,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,8,5,20,35.00%,8.25,00:03:41,6,"$1,207.00",30.00%,95.00%
Redmond,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,4,4,4,0.00%,6.25,00:01:14,0,$0.00,0.00%,25.00%
Boulder,"Feb 1, 2018 - Feb 28, 2018",All Users,157,114,208,29.33%,5.16,00:02:36,12,"$2,888.90",5.77%,34.13%
Boulder,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,54,50,68,47.06%,3.06,00:01:30,3,$481.93,4.41%,14.71%
Boulder,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,13,6,32,3.12%,10.41,00:07:04,12,"$2,888.90",37.50%,115.62%
Boulder,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,5,5,6,50.00%,2.33,00:00:25,0,$0.00,0.00%,0.00%
Philadelphia,"Feb 1, 2018 - Feb 28, 2018",All Users,155,136,186,55.38%,3.81,00:02:01,2,$261.93,1.08%,16.13%
Philadelphia,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,34,31,42,76.19%,2.00,00:00:48,0,$0.00,0.00%,7.14%
Philadelphia,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,3,1,4,0.00%,18.50,00:11:00,2,$261.93,50.00%,175.00%
Philadelphia,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,89,77,118,61.86%,3.40,00:01:41,0,$0.00,0.00%,9.32%
Boston,"Feb 1, 2018 - Feb 28, 2018",All Users,148,126,198,45.96%,4.32,00:02:28,0,$0.00,0.00%,19.19%
Boston,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,27,24,45,66.67%,2.84,00:01:02,0,$0.00,0.00%,13.33%
Boston,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,2,0,3,33.33%,4.33,00:08:38,0,$0.00,0.00%,0.00%
Boston,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,61,55,84,59.52%,2.55,00:00:48,0,$0.00,0.00%,2.38%
Ann Arbor,"Feb 1, 2018 - Feb 28, 2018",All Users,146,105,213,25.35%,6.43,00:04:02,18,"$2,426.45",8.45%,43.66%
Ann Arbor,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,28,27,32,37.50%,5.81,00:03:25,2,$138.98,6.25%,40.62%
Ann Arbor,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,20,11,32,6.25%,16.69,00:12:42,18,"$2,426.45",56.25%,190.62%
Ann Arbor,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,31,24,34,47.06%,3.91,00:03:32,1,$398.00,2.94%,20.59%
San Bruno,"Feb 1, 2018 - Feb 28, 2018",All Users,141,91,206,17.48%,6.42,00:03:08,16,"$2,796.00",7.77%,54.37%
San Bruno,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,25,23,28,21.43%,5.96,00:01:55,0,$0.00,0.00%,50.00%
San Bruno,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,21,9,49,14.29%,9.06,00:05:35,16,"$2,796.00",32.65%,104.08%
San Bruno,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,8,6,8,50.00%,1.88,00:00:13,0,$0.00,0.00%,0.00%
Irvine,"Feb 1, 2018 - Feb 28, 2018",All Users,128,92,194,24.74%,5.55,00:02:50,10,$834.07,5.15%,34.54%
Irvine,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,19,15,55,30.91%,3.24,00:02:40,0,$0.00,0.00%,3.64%
Irvine,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,14,6,65,16.92%,5.28,00:03:39,10,$834.07,15.38%,53.85%
Irvine,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,28,22,30,33.33%,7.53,00:03:00,1,$56.94,3.33%,40.00%
Fremont,"Feb 1, 2018 - Feb 28, 2018",All Users,117,81,165,26.06%,6.32,00:04:07,15,"$3,197.00",9.09%,44.85%
Fremont,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,19,17,23,43.48%,3.52,00:01:38,1,$119.00,4.35%,21.74%
Fremont,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,15,4,28,17.86%,9.64,00:07:19,15,"$3,197.00",53.57%,139.29%
Fremont,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,18,15,26,50.00%,2.73,00:00:52,0,$0.00,0.00%,3.85%
Cambridge,"Feb 1, 2018 - Feb 28, 2018",All Users,115,75,172,18.02%,6.73,00:03:25,17,"$3,505.07",9.88%,59.30%
Cambridge,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,15,12,23,39.13%,5.87,00:06:46,4,"$1,073.18",17.39%,86.96%
Cambridge,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,19,12,34,2.94%,10.47,00:07:16,17,"$3,505.07",50.00%,170.59%
Cambridge,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,3,1,4,75.00%,3.75,00:02:25,0,$0.00,0.00%,25.00%
Charlotte,"Feb 1, 2018 - Feb 28, 2018",All Users,114,98,151,49.67%,4.85,00:02:58,4,"$1,337.98",2.65%,22.52%
Charlotte,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,34,26,47,74.47%,3.83,00:01:51,0,$0.00,0.00%,23.40%
Charlotte,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,3,1,17,17.65%,14.18,00:09:11,4,"$1,337.98",23.53%,94.12%
Charlotte,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,69,58,98,61.22%,4.62,00:02:01,1,$139.98,1.02%,21.43%
Phoenix,"Feb 1, 2018 - Feb 28, 2018",All Users,110,95,118,48.31%,3.47,00:01:21,3,$188.98,2.54%,11.02%
Phoenix,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,23,20,26,57.69%,3.12,00:01:55,1,$21.99,3.85%,15.38%
Phoenix,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,3,2,7,42.86%,7.57,00:02:38,3,$188.98,42.86%,128.57%
Phoenix,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,52,45,59,55.93%,2.80,00:01:26,1,$47.99,1.69%,6.78%
Pittsburgh,"Feb 1, 2018 - Feb 28, 2018",All Users,104,84,133,27.07%,5.31,00:03:07,11,"$2,288.23",8.27%,31.58%
Pittsburgh,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,27,23,32,31.25%,4.47,00:02:41,2,$476.00,6.25%,18.75%
Pittsburgh,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,12,8,19,0.00%,11.79,00:05:09,11,"$2,288.23",57.89%,136.84%
Pittsburgh,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,19,19,25,32.00%,4.60,00:03:32,2,$264.30,8.00%,28.00%
Milpitas,"Feb 1, 2018 - Feb 28, 2018",All Users,100,60,165,35.15%,5.02,00:02:58,11,"$2,413.00",6.67%,35.76%
Milpitas,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,19,16,22,31.82%,4.73,00:02:06,1,$119.00,4.55%,22.73%
Milpitas,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,16,4,26,15.38%,9.50,00:07:08,11,"$2,413.00",42.31%,123.08%
Milpitas,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,19,15,21,38.10%,3.52,00:00:48,0,$0.00,0.00%,4.76%
San Antonio,"Feb 1, 2018 - Feb 28, 2018",All Users,100,86,114,40.35%,4.03,00:02:06,0,$0.00,0.00%,11.40%
San Antonio,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,18,15,18,44.44%,4.61,00:01:55,0,$0.00,0.00%,11.11%
San Antonio,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
San Antonio,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,60,52,68,41.18%,4.06,00:02:59,0,$0.00,0.00%,11.76%
Oakland,"Feb 1, 2018 - Feb 28, 2018",All Users,95,65,125,23.20%,6.27,00:03:30,15,"$2,802.67",12.00%,44.80%
Oakland,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,21,19,23,30.43%,4.52,00:01:25,1,$99.99,4.35%,17.39%
Oakland,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,16,9,31,9.68%,10.68,00:07:59,15,"$2,802.67",48.39%,119.35%
Oakland,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,16,14,18,38.89%,5.61,00:01:29,1,$99.99,5.56%,33.33%
Denver,"Feb 1, 2018 - Feb 28, 2018",All Users,95,86,121,33.88%,5.22,00:02:03,5,$641.96,4.13%,25.62%
Denver,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,25,22,41,39.02%,3.68,00:00:59,1,$28.96,2.44%,12.20%
Denver,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,5,4,14,14.29%,11.71,00:04:15,5,$641.96,35.71%,128.57%
Denver,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,47,42,59,49.15%,4.03,00:01:25,1,$28.96,1.69%,13.56%
Cupertino,"Feb 1, 2018 - Feb 28, 2018",All Users,91,67,113,28.32%,6.16,00:03:31,8,"$2,640.37",7.08%,34.51%
Cupertino,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,19,17,24,41.67%,3.04,00:00:57,0,$0.00,0.00%,4.17%
Cupertino,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,11,3,17,23.53%,12.76,00:10:03,8,"$2,640.37",47.06%,135.29%
Cupertino,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,24,20,32,50.00%,5.62,00:02:54,1,$56.97,3.12%,25.00%
Redwood City,"Feb 1, 2018 - Feb 28, 2018",All Users,84,61,104,18.27%,6.24,00:03:31,10,"$1,921.34",9.62%,47.12%
Redwood City,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,13,12,14,35.71%,4.86,00:02:57,0,$0.00,0.00%,28.57%
Redwood City,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,10,5,17,5.88%,9.24,00:07:33,10,"$1,921.34",58.82%,141.18%
Redwood City,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,11,9,11,36.36%,3.00,00:02:08,0,$0.00,0.00%,9.09%
San Mateo,"Feb 1, 2018 - Feb 28, 2018",All Users,83,56,118,19.49%,7.53,00:03:22,18,"$4,678.18",15.25%,61.86%
San Mateo,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,17,15,19,47.37%,4.95,00:03:34,3,$616.00,15.79%,42.11%
San Mateo,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,20,10,33,15.15%,10.33,00:05:40,18,"$4,678.18",54.55%,148.48%
San Mateo,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,8,8,10,50.00%,3.50,00:01:31,0,$0.00,0.00%,0.00%
Orlando,"Feb 1, 2018 - Feb 28, 2018",All Users,82,72,102,55.88%,3.03,00:00:56,0,$0.00,0.00%,13.73%
Orlando,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,21,17,32,84.38%,1.84,00:00:19,0,$0.00,0.00%,9.38%
Orlando,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Orlando,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,57,51,74,67.57%,2.12,00:00:29,0,$0.00,0.00%,4.05%
Jersey City,"Feb 1, 2018 - Feb 28, 2018",All Users,82,67,98,22.45%,5.93,00:03:30,9,$863.55,9.18%,48.98%
Jersey City,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,16,14,17,47.06%,2.82,00:02:24,0,$0.00,0.00%,11.76%
Jersey City,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,8,6,12,0.00%,12.67,00:08:29,9,$863.55,75.00%,191.67%
Jersey City,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,19,16,21,47.62%,3.24,00:01:13,0,$0.00,0.00%,0.00%
Miami,"Feb 1, 2018 - Feb 28, 2018",All Users,81,70,120,51.67%,3.72,00:01:45,2,"$1,082.96",1.67%,15.00%
Miami,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,18,17,29,72.41%,2.48,00:00:27,0,$0.00,0.00%,3.45%
Miami,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,4,2,15,20.00%,6.53,00:05:10,2,"$1,082.96",13.33%,66.67%
Miami,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,46,41,67,62.69%,3.16,00:01:29,0,$0.00,0.00%,5.97%
Minneapolis,"Feb 1, 2018 - Feb 28, 2018",All Users,81,73,94,51.06%,4.35,00:02:36,2,$117.85,2.13%,25.53%
Minneapolis,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,17,15,19,47.37%,5.21,00:03:09,0,$0.00,0.00%,26.32%
Minneapolis,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,3,3,3,0.00%,12.67,00:05:09,2,$117.85,66.67%,233.33%
Minneapolis,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,50,47,56,53.57%,3.86,00:02:19,0,$0.00,0.00%,16.07%
McAllen,"Feb 1, 2018 - Feb 28, 2018",All Users,81,80,83,30.12%,2.28,00:00:56,0,$0.00,0.00%,1.20%
McAllen,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,1,1,1,0.00%,5.00,00:01:00,0,$0.00,0.00%,0.00%
McAllen,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
McAllen,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,4,4,6,50.00%,3.33,00:04:09,0,$0.00,0.00%,0.00%
Nashville,"Feb 1, 2018 - Feb 28, 2018",All Users,79,67,98,50.00%,4.57,00:02:30,4,$790.94,4.08%,27.55%
Nashville,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,13,11,13,76.92%,1.77,00:00:46,0,$0.00,0.00%,7.69%
Nashville,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,5,3,12,8.33%,11.17,00:11:10,4,$790.94,33.33%,133.33%
Nashville,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,38,34,41,75.61%,1.63,00:00:27,0,$0.00,0.00%,2.44%
South San Francisco,"Feb 1, 2018 - Feb 28, 2018",All Users,76,48,113,24.78%,6.19,00:03:21,12,"$2,714.54",10.62%,46.02%
South San Francisco,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,9,7,13,38.46%,5.85,00:05:06,1,$149.00,7.69%,38.46%
South San Francisco,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,18,6,39,17.95%,8.87,00:06:33,12,"$2,714.54",30.77%,100.00%
South San Francisco,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,8,6,8,50.00%,1.62,00:01:05,0,$0.00,0.00%,0.00%
Detroit,"Feb 1, 2018 - Feb 28, 2018",All Users,74,62,88,53.41%,4.47,00:02:50,3,$527.18,3.41%,28.41%
Detroit,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,19,18,20,65.00%,3.75,00:02:22,0,$0.00,0.00%,15.00%
Detroit,"Feb 1, 2018 - Feb 28, 2018",Made a Purchase,3,0,6,33.33%,11.50,00:05:31,3,$527.18,50.00%,183.33%
Detroit,"Feb 1, 2018 - Feb 28, 2018",Mobile and Tablet Traffic,55,47,61,57.38%,4.25,00:03:00,0,$0.00,0.00%,21.31%
Tampa,"Feb 1, 2018 - Feb 28, 2018",All Users,71,59,81,38.27%,4.58,00:02:21,2,$204.81,2.47%,22.22%
Tampa,"Feb 1, 2018 - Feb 28, 2018",Direct Traffic,15,11,15,60.00%,2.93,00:01:06,0,$0.00,0.00%,13.33%
