# ----------------------------------------
# 1 Master View
# Location
# 20180401-20180430
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
Redmond,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,9,7,25,20.00%,9.56,00:08:39,11,"$4,332.00",44.00%,120.00%
Redmond,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,6,6,9,44.44%,2.44,00:00:20,0,$0.00,0.00%,0.00%
Houston,"Apr 1, 2018 - Apr 30, 2018",All Users,217,191,266,47.37%,4.12,00:02:06,4,$376.43,1.50%,17.29%
Houston,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,52,49,78,60.26%,2.99,00:01:18,1,$19.99,1.28%,12.82%
Houston,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,6,2,13,15.38%,11.92,00:07:54,4,$376.43,30.77%,138.46%
Houston,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,135,120,159,52.20%,3.96,00:01:38,2,$38.98,1.26%,14.47%
Irvine,"Apr 1, 2018 - Apr 30, 2018",All Users,208,155,330,30.30%,5.45,00:04:00,19,"$5,054.79",5.76%,30.30%
Irvine,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,61,48,97,43.30%,4.31,00:03:43,6,"$2,091.99",6.19%,26.80%
Irvine,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,22,9,48,18.75%,7.56,00:04:47,19,"$5,054.79",39.58%,95.83%
Irvine,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,28,22,31,38.71%,5.90,00:04:23,0,$0.00,0.00%,22.58%
Atlanta,"Apr 1, 2018 - Apr 30, 2018",All Users,205,167,271,39.85%,4.74,00:02:28,12,"$2,537.38",4.43%,28.41%
Atlanta,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,51,40,74,51.35%,4.30,00:02:44,3,$274.76,4.05%,25.68%
Atlanta,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,14,7,37,8.11%,10.73,00:06:13,12,"$2,537.38",32.43%,127.03%
Atlanta,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,121,106,154,54.55%,3.10,00:01:25,1,$59.99,0.65%,10.39%
Fremont,"Apr 1, 2018 - Apr 30, 2018",All Users,200,142,280,31.07%,5.46,00:02:36,19,"$6,409.00",6.79%,35.36%
Fremont,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,63,57,74,54.05%,3.23,00:01:10,2,$338.00,2.70%,12.16%
Fremont,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,23,13,58,8.62%,9.10,00:06:29,19,"$6,409.00",32.76%,101.72%
Fremont,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,63,58,70,65.71%,2.51,00:00:33,0,$0.00,0.00%,4.29%
San Bruno,"Apr 1, 2018 - Apr 30, 2018",All Users,191,112,291,25.77%,6.00,00:02:42,31,"$7,028.53",10.65%,42.96%
San Bruno,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,46,33,53,43.40%,3.43,00:01:03,1,$123.78,1.89%,7.55%
San Bruno,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,36,14,79,17.72%,9.05,00:04:46,31,"$7,028.53",39.24%,116.46%
San Bruno,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,10,8,10,50.00%,4.10,00:01:24,1,$30.98,10.00%,30.00%
Philadelphia,"Apr 1, 2018 - Apr 30, 2018",All Users,172,151,220,43.18%,3.88,00:02:18,4,$917.98,1.82%,10.91%
Philadelphia,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,37,33,46,58.70%,4.61,00:02:06,0,$0.00,0.00%,10.87%
Philadelphia,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,4,2,9,0.00%,12.89,00:06:16,4,$917.98,44.44%,122.22%
Philadelphia,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,62,55,79,62.03%,2.53,00:01:55,0,$0.00,0.00%,5.06%
San Diego,"Apr 1, 2018 - Apr 30, 2018",All Users,161,129,204,35.29%,5.26,00:02:41,17,"$3,435.14",8.33%,39.22%
San Diego,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,23,19,24,54.17%,2.29,00:00:32,0,$0.00,0.00%,0.00%
San Diego,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,15,6,42,7.14%,9.33,00:05:52,17,"$3,435.14",40.48%,116.67%
San Diego,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,50,42,62,48.39%,3.90,00:02:56,2,$76.91,3.23%,25.81%
Boston,"Apr 1, 2018 - Apr 30, 2018",All Users,157,131,204,42.16%,3.75,00:02:23,4,$561.98,1.96%,14.71%
Boston,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,43,32,61,45.90%,2.90,00:02:22,1,$358.00,1.64%,6.56%
Boston,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,6,3,12,16.67%,10.25,00:05:45,4,$561.98,33.33%,125.00%
Boston,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,55,47,59,49.15%,3.07,00:01:48,0,$0.00,0.00%,3.39%
Boulder,"Apr 1, 2018 - Apr 30, 2018",All Users,146,89,220,14.09%,6.16,00:03:42,28,"$5,652.62",12.73%,40.00%
Boulder,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,41,30,56,21.43%,5.62,00:04:21,5,"$1,308.98",8.93%,35.71%
Boulder,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,34,15,79,8.86%,7.92,00:05:43,28,"$5,652.62",35.44%,83.54%
Boulder,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,5,4,5,20.00%,4.40,00:01:10,0,$0.00,0.00%,0.00%
Cambridge,"Apr 1, 2018 - Apr 30, 2018",All Users,146,100,257,17.51%,5.78,00:02:58,27,"$4,163.83",10.51%,38.91%
Cambridge,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,28,21,32,34.38%,3.69,00:01:25,2,$448.00,6.25%,12.50%
Cambridge,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,29,12,95,8.42%,7.74,00:04:52,27,"$4,163.83",28.42%,77.89%
Cambridge,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,7,6,8,50.00%,2.12,00:00:25,0,$0.00,0.00%,0.00%
Pittsburgh,"Apr 1, 2018 - Apr 30, 2018",All Users,144,106,224,18.30%,5.83,00:02:45,24,"$6,487.14",10.71%,39.29%
Pittsburgh,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,29,23,37,18.92%,5.14,00:02:00,5,$954.00,13.51%,32.43%
Pittsburgh,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,23,10,62,6.45%,8.11,00:05:34,24,"$6,487.14",38.71%,106.45%
Pittsburgh,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,28,25,30,30.00%,4.37,00:01:22,0,$0.00,0.00%,10.00%
San Mateo,"Apr 1, 2018 - Apr 30, 2018",All Users,139,95,183,25.14%,6.30,00:04:18,24,"$8,340.83",13.11%,46.99%
San Mateo,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,42,30,50,42.00%,5.16,00:03:31,3,"$1,156.80",6.00%,38.00%
San Mateo,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,18,6,35,2.86%,12.11,00:11:01,24,"$8,340.83",68.57%,168.57%
San Mateo,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,24,22,29,37.93%,4.21,00:04:05,0,$0.00,0.00%,6.90%
Cupertino,"Apr 1, 2018 - Apr 30, 2018",All Users,130,101,180,21.11%,6.32,00:03:12,13,"$3,398.38",7.22%,43.33%
Cupertino,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,33,26,43,32.56%,5.35,00:02:04,3,"$1,205.00",6.98%,32.56%
Cupertino,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,12,5,37,13.51%,9.24,00:06:02,13,"$3,398.38",35.14%,100.00%
Cupertino,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,30,26,34,29.41%,4.68,00:01:46,0,$0.00,0.00%,17.65%
Ashburn,"Apr 1, 2018 - Apr 30, 2018",All Users,124,121,132,87.88%,2.06,00:00:52,1,$43.98,0.76%,9.09%
Ashburn,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,96,96,97,98.97%,1.09,00:00:01,0,$0.00,0.00%,0.00%
Ashburn,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,3,2,4,25.00%,13.00,00:10:48,1,$43.98,25.00%,100.00%
Ashburn,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,24,24,27,81.48%,2.63,00:01:07,0,$0.00,0.00%,18.52%
Ann Arbor,"Apr 1, 2018 - Apr 30, 2018",All Users,122,100,226,25.66%,6.25,00:03:59,18,"$2,946.35",7.96%,42.04%
Ann Arbor,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,32,25,66,46.97%,4.82,00:02:52,5,"$2,050.98",7.58%,36.36%
Ann Arbor,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,18,11,62,8.06%,8.19,00:05:39,18,"$2,946.35",29.03%,96.77%
Ann Arbor,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,26,25,28,21.43%,4.04,00:01:22,1,$99.99,3.57%,10.71%
Charlotte,"Apr 1, 2018 - Apr 30, 2018",All Users,120,112,142,43.66%,4.99,00:03:32,5,$493.89,3.52%,21.13%
Charlotte,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,31,29,33,42.42%,3.79,00:03:53,2,$311.98,6.06%,24.24%
Charlotte,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,5,4,10,20.00%,18.90,00:21:00,5,$493.89,50.00%,190.00%
Charlotte,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,74,72,86,52.33%,3.73,00:02:12,0,$0.00,0.00%,9.30%
Oakland,"Apr 1, 2018 - Apr 30, 2018",All Users,117,79,165,33.94%,5.51,00:02:08,14,"$4,388.71",8.48%,36.97%
Oakland,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,35,22,46,41.30%,3.54,00:00:57,3,$864.00,6.52%,15.22%
Oakland,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,18,6,43,13.95%,8.93,00:04:23,14,"$4,388.71",32.56%,97.67%
Oakland,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,22,18,25,56.00%,3.00,00:00:43,0,$0.00,0.00%,12.00%
Milpitas,"Apr 1, 2018 - Apr 30, 2018",All Users,116,82,192,19.27%,5.73,00:03:53,15,"$3,009.98",7.81%,39.06%
Milpitas,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,26,24,32,28.12%,5.50,00:03:46,2,$357.00,6.25%,28.12%
Milpitas,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,20,9,77,15.58%,6.22,00:05:01,15,"$3,009.98",19.48%,61.04%
Milpitas,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,22,19,25,36.00%,4.68,00:01:40,0,$0.00,0.00%,12.00%
Eau Claire,"Apr 1, 2018 - Apr 30, 2018",All Users,115,114,137,9.49%,3.85,00:02:55,0,$0.00,0.00%,7.30%
Eau Claire,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,38,38,42,11.90%,2.36,00:01:55,0,$0.00,0.00%,0.00%
Eau Claire,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Eau Claire,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,5,4,6,0.00%,6.33,00:10:20,0,$0.00,0.00%,16.67%
Miami,"Apr 1, 2018 - Apr 30, 2018",All Users,113,92,141,45.39%,3.70,00:01:51,3,$54.77,2.13%,12.06%
Miami,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,28,20,40,52.50%,2.88,00:01:58,0,$0.00,0.00%,10.00%
Miami,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,4,2,10,0.00%,8.40,00:05:46,3,$54.77,30.00%,90.00%
Miami,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,70,55,93,51.61%,3.47,00:01:33,2,$45.98,2.15%,13.98%
Orlando,"Apr 1, 2018 - Apr 30, 2018",All Users,111,99,128,53.91%,3.36,00:01:47,0,$0.00,0.00%,7.03%
Orlando,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,34,30,42,61.90%,3.10,00:00:42,0,$0.00,0.00%,4.76%
Orlando,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Orlando,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,88,78,105,57.14%,3.18,00:01:47,0,$0.00,0.00%,6.67%
Reno,"Apr 1, 2018 - Apr 30, 2018",All Users,109,108,166,20.48%,5.39,00:06:01,0,$0.00,0.00%,18.67%
Reno,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,65,65,98,23.47%,4.47,00:06:36,0,$0.00,0.00%,19.39%
Reno,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,1,0,1,0.00%,14.00,00:03:24,0,$0.00,0.00%,100.00%
Reno,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,12,12,16,18.75%,4.81,00:02:29,0,$0.00,0.00%,6.25%
Phoenix,"Apr 1, 2018 - Apr 30, 2018",All Users,102,93,122,32.79%,5.20,00:02:39,2,"$1,334.00",1.64%,18.85%
Phoenix,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,25,21,32,25.00%,4.06,00:04:40,1,"$1,185.00",3.12%,18.75%
Phoenix,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,4,2,6,33.33%,23.83,00:03:44,2,"$1,334.00",33.33%,116.67%
Phoenix,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,54,52,69,33.33%,4.03,00:03:01,0,$0.00,0.00%,13.04%
San Antonio,"Apr 1, 2018 - Apr 30, 2018",All Users,99,85,128,40.62%,5.00,00:02:54,6,$809.73,4.69%,28.91%
San Antonio,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,17,14,22,45.45%,4.05,00:01:41,0,$0.00,0.00%,13.64%
San Antonio,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,6,3,14,35.71%,9.14,00:07:15,6,$809.73,42.86%,157.14%
San Antonio,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,58,53,75,54.67%,3.29,00:02:00,0,$0.00,0.00%,4.00%
Minneapolis,"Apr 1, 2018 - Apr 30, 2018",All Users,91,85,108,39.81%,5.11,00:02:53,3,$777.57,2.78%,24.07%
Minneapolis,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,19,17,22,40.91%,4.91,00:03:03,1,$144.82,4.55%,27.27%
Minneapolis,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,5,3,9,33.33%,9.56,00:04:45,3,$777.57,33.33%,111.11%
Minneapolis,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,41,39,45,42.22%,4.49,00:01:33,0,$0.00,0.00%,11.11%
Denver,"Apr 1, 2018 - Apr 30, 2018",All Users,88,72,116,38.79%,4.39,00:02:41,6,$728.88,5.17%,24.14%
Denver,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,20,19,26,65.38%,2.35,00:01:02,1,$29.90,3.85%,15.38%
Denver,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,7,4,14,7.14%,11.14,00:07:20,6,$728.88,42.86%,135.71%
Denver,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,40,34,50,52.00%,2.56,00:00:36,0,$0.00,0.00%,0.00%
Portland,"Apr 1, 2018 - Apr 30, 2018",All Users,85,71,119,38.66%,6.08,00:03:39,7,"$2,876.45",5.88%,37.82%
Portland,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,25,22,40,47.50%,5.22,00:03:29,2,"$2,137.20",5.00%,40.00%
Portland,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,9,2,24,8.33%,10.38,00:08:38,7,"$2,876.45",29.17%,91.67%
Portland,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,36,32,49,55.10%,3.41,00:01:14,0,$0.00,0.00%,14.29%
Redwood City,"Apr 1, 2018 - Apr 30, 2018",All Users,80,47,113,23.01%,6.70,00:03:18,13,"$3,989.99",11.50%,52.21%
Redwood City,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,16,12,17,41.18%,4.18,00:02:33,1,$545.00,5.88%,29.41%
Redwood City,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,17,5,36,11.11%,9.31,00:04:13,13,"$3,989.99",36.11%,105.56%
Redwood City,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,11,10,14,35.71%,2.64,00:01:05,0,$0.00,0.00%,0.00%
South San Francisco,"Apr 1, 2018 - Apr 30, 2018",All Users,78,59,123,21.14%,7.40,00:05:34,13,"$2,896.16",10.57%,50.41%
South San Francisco,"Apr 1, 2018 - Apr 30, 2018",Direct Traffic,26,24,42,23.81%,6.60,00:05:10,8,"$2,187.00",19.05%,66.67%
South San Francisco,"Apr 1, 2018 - Apr 30, 2018",Made a Purchase,14,8,27,7.41%,8.70,00:07:49,13,"$2,896.16",48.15%,114.81%
South San Francisco,"Apr 1, 2018 - Apr 30, 2018",Mobile and Tablet Traffic,14,10,17,35.29%,11.35,00:04:12,0,$0.00,0.00%,58.82%
McAllen,"Apr 1, 2018 - Apr 30, 2018",All Users,71,71,71,33.80%,1.92,00:00:31,0,$0.00,0.00%,0.00%
