# ----------------------------------------
# 1 Master View
# Location
# 20180301-20180331
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
San Francisco,"Mar 1, 2018 - Mar 31, 2018",All Users,"1,780","1,378","2,407",31.37%,5.27,00:03:00,176,"$43,580.39",7.31%,38.14%
San Francisco,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,468,412,579,39.72%,4.54,00:02:36,53,"$12,873.81",9.15%,37.13%
San Francisco,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,206,110,408,11.27%,10.06,00:06:40,176,"$43,580.39",43.14%,140.93%
San Francisco,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,645,553,762,49.08%,3.34,00:01:51,5,$233.93,0.66%,8.66%
San Jose,"Mar 1, 2018 - Mar 31, 2018",All Users,"1,280",940,"1,846",27.19%,5.70,00:03:01,107,"$20,475.07",5.80%,38.73%
San Jose,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,374,314,457,36.32%,4.68,00:02:11,30,"$4,205.74",6.56%,35.67%
San Jose,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,148,65,329,10.03%,9.47,00:06:24,107,"$20,475.07",32.52%,116.11%
San Jose,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,341,289,440,44.55%,3.53,00:01:49,0,$0.00,0.00%,8.18%
(not set),"Mar 1, 2018 - Mar 31, 2018",All Users,963,917,"1,012",73.72%,2.49,00:01:04,9,$894.49,0.89%,10.38%
(not set),"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,607,599,611,93.29%,1.53,00:00:19,1,$57.57,0.16%,3.27%
(not set),"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,11,7,15,0.00%,14.47,00:08:31,9,$894.49,60.00%,220.00%
(not set),"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,456,430,486,76.13%,2.30,00:01:07,2,$35.95,0.41%,7.20%
Los Angeles,"Mar 1, 2018 - Mar 31, 2018",All Users,756,627,971,36.56%,5.14,00:02:55,43,"$13,523.37",4.43%,31.31%
Los Angeles,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,187,163,218,46.79%,4.05,00:02:27,8,"$1,196.98",3.67%,19.72%
Los Angeles,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,51,29,96,11.46%,12.00,00:08:39,43,"$13,523.37",44.79%,151.04%
Los Angeles,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,329,289,401,47.88%,4.02,00:02:14,1,$21.99,0.25%,13.97%
Chicago,"Mar 1, 2018 - Mar 31, 2018",All Users,634,500,869,35.79%,5.27,00:02:53,48,"$9,388.23",5.52%,34.52%
Chicago,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,151,129,179,55.87%,3.42,00:02:23,3,$312.04,1.68%,18.44%
Chicago,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,49,22,118,14.41%,10.47,00:06:40,48,"$9,388.23",40.68%,140.68%
Chicago,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,232,202,263,50.95%,3.70,00:01:32,1,$90.97,0.38%,8.75%
Palo Alto,"Mar 1, 2018 - Mar 31, 2018",All Users,536,327,918,21.79%,5.94,00:03:18,110,"$28,846.29",11.98%,46.41%
Palo Alto,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,178,146,224,31.25%,5.21,00:03:01,19,"$4,451.48",8.48%,39.29%
Palo Alto,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,128,52,338,13.91%,7.88,00:05:26,110,"$28,846.29",32.54%,92.60%
Palo Alto,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,48,33,52,51.92%,3.77,00:01:48,0,$0.00,0.00%,13.46%
Santa Clara,"Mar 1, 2018 - Mar 31, 2018",All Users,471,333,630,27.46%,5.88,00:03:04,36,"$6,346.97",5.71%,41.27%
Santa Clara,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,124,104,141,35.46%,4.91,00:02:14,6,$536.92,4.26%,36.88%
Santa Clara,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,48,17,105,9.52%,9.44,00:05:51,36,"$6,346.97",34.29%,116.19%
Santa Clara,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,78,68,88,34.09%,4.39,00:02:02,0,$0.00,0.00%,14.77%
Seattle,"Mar 1, 2018 - Mar 31, 2018",All Users,442,329,685,25.99%,6.05,00:03:21,53,"$12,493.03",7.74%,44.09%
Seattle,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,111,97,144,37.50%,4.19,00:02:49,10,"$4,312.17",6.94%,28.47%
Seattle,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,57,32,153,6.54%,9.50,00:06:12,53,"$12,493.03",34.64%,118.95%
Seattle,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,118,100,144,43.75%,4.73,00:02:17,1,$21.99,0.69%,14.58%
Austin,"Mar 1, 2018 - Mar 31, 2018",All Users,382,286,644,22.67%,6.42,00:03:40,60,"$9,812.38",9.32%,53.88%
Austin,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,72,64,93,35.48%,4.62,00:02:21,4,$750.85,4.30%,36.56%
Austin,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,63,37,203,10.84%,9.32,00:05:44,60,"$9,812.38",29.56%,109.36%
Austin,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,58,54,72,47.22%,4.07,00:01:39,1,$60.96,1.39%,18.06%
Redmond,"Mar 1, 2018 - Mar 31, 2018",All Users,269,253,291,43.64%,2.78,00:01:57,5,$777.16,1.72%,11.00%
Redmond,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,27,24,36,36.11%,3.19,00:01:47,1,$35.18,2.78%,22.22%
Redmond,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,6,2,11,0.00%,10.27,00:08:57,5,$777.16,45.45%,163.64%
Redmond,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,8,7,12,58.33%,2.25,00:01:54,0,$0.00,0.00%,0.00%
Dallas,"Mar 1, 2018 - Mar 31, 2018",All Users,258,211,325,46.77%,3.45,00:01:41,3,$416.00,0.92%,14.77%
Dallas,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,72,60,87,67.82%,2.40,00:01:01,0,$0.00,0.00%,6.90%
Dallas,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,7,1,18,0.00%,8.50,00:05:46,3,$416.00,16.67%,72.22%
Dallas,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,153,138,179,58.66%,2.75,00:01:18,1,$23.92,0.56%,7.82%
Kirkland,"Mar 1, 2018 - Mar 31, 2018",All Users,254,168,449,14.70%,6.44,00:03:34,55,"$13,566.75",12.25%,54.79%
Kirkland,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,56,44,80,23.75%,5.05,00:02:00,11,"$3,166.97",13.75%,43.75%
Kirkland,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,54,29,129,4.65%,9.55,00:06:15,55,"$13,566.75",42.64%,124.03%
Kirkland,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,5,3,6,83.33%,1.83,00:00:39,0,$0.00,0.00%,0.00%
Washington,"Mar 1, 2018 - Mar 31, 2018",All Users,246,221,349,40.11%,4.08,00:02:45,13,"$1,708.37",3.72%,23.21%
Washington,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,71,65,90,46.67%,3.53,00:01:51,4,$886.96,4.44%,23.33%
Washington,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,14,12,33,24.24%,9.48,00:05:38,13,"$1,708.37",39.39%,133.33%
Washington,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,94,87,122,47.54%,3.72,00:02:16,3,$85.39,2.46%,13.11%
Philadelphia,"Mar 1, 2018 - Mar 31, 2018",All Users,245,233,293,38.23%,3.30,00:02:27,4,"$1,214.76",1.37%,9.56%
Philadelphia,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,33,29,44,65.91%,2.16,00:02:07,0,$0.00,0.00%,4.55%
Philadelphia,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,5,1,11,0.00%,11.36,00:10:14,4,"$1,214.76",36.36%,127.27%
Philadelphia,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,82,75,105,61.90%,2.65,00:00:42,0,$0.00,0.00%,5.71%
Houston,"Mar 1, 2018 - Mar 31, 2018",All Users,245,223,288,51.04%,4.06,00:02:21,4,$360.46,1.39%,22.22%
Houston,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,55,48,65,66.15%,3.23,00:01:48,1,$51.96,1.54%,18.46%
Houston,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,4,2,13,46.15%,8.38,00:03:50,4,$360.46,30.77%,123.08%
Houston,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,142,126,181,58.56%,3.59,00:02:08,1,$10.50,0.55%,19.34%
Atlanta,"Mar 1, 2018 - Mar 31, 2018",All Users,232,194,297,38.72%,5.04,00:02:53,13,"$3,426.90",4.38%,31.31%
Atlanta,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,66,57,78,64.10%,3.47,00:01:49,1,$718.80,1.28%,19.23%
Atlanta,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,16,8,33,9.09%,9.88,00:07:11,13,"$3,426.90",39.39%,142.42%
Atlanta,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,112,100,139,51.80%,3.53,00:01:39,0,$0.00,0.00%,10.79%
Fremont,"Mar 1, 2018 - Mar 31, 2018",All Users,212,132,313,26.84%,5.82,00:03:16,22,"$4,574.62",7.03%,41.85%
Fremont,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,68,52,78,41.03%,5.12,00:02:50,7,"$1,117.44",8.97%,44.87%
Fremont,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,31,11,66,9.09%,10.20,00:06:24,22,"$4,574.62",33.33%,122.73%
Fremont,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,31,20,42,47.62%,4.05,00:02:17,0,$0.00,0.00%,14.29%
Irvine,"Mar 1, 2018 - Mar 31, 2018",All Users,209,163,352,29.83%,5.28,00:02:49,29,"$7,190.89",8.24%,39.20%
Irvine,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,73,67,120,34.17%,4.24,00:02:18,7,"$1,171.76",5.83%,22.50%
Irvine,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,28,22,80,22.50%,9.22,00:05:31,29,"$7,190.89",36.25%,118.75%
Irvine,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,22,19,22,45.45%,4.23,00:01:35,0,$0.00,0.00%,9.09%
San Diego,"Mar 1, 2018 - Mar 31, 2018",All Users,206,173,266,31.95%,5.52,00:03:13,15,"$2,714.64",5.64%,41.73%
San Diego,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,36,30,41,41.46%,3.83,00:01:14,1,$83.18,2.44%,24.39%
San Diego,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,17,10,37,8.11%,12.89,00:07:51,15,"$2,714.64",40.54%,167.57%
San Diego,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,65,60,73,49.32%,3.81,00:01:31,2,$22.98,2.74%,17.81%
San Bruno,"Mar 1, 2018 - Mar 31, 2018",All Users,196,133,278,24.82%,5.87,00:03:59,19,"$5,055.72",6.83%,44.96%
San Bruno,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,43,35,58,39.66%,5.84,00:03:23,6,"$2,549.40",10.34%,48.28%
San Bruno,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,33,13,60,15.00%,8.53,00:07:17,19,"$5,055.72",31.67%,106.67%
San Bruno,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,19,18,22,50.00%,3.68,00:01:16,0,$0.00,0.00%,9.09%
Cambridge,"Mar 1, 2018 - Mar 31, 2018",All Users,163,112,232,20.26%,5.67,00:02:44,23,"$4,509.15",9.91%,40.09%
Cambridge,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,43,35,54,27.78%,4.56,00:01:56,4,$756.25,7.41%,27.78%
Cambridge,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,23,11,60,5.00%,10.47,00:06:23,23,"$4,509.15",38.33%,123.33%
Cambridge,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,9,9,9,11.11%,3.78,00:01:04,0,$0.00,0.00%,0.00%
Cupertino,"Mar 1, 2018 - Mar 31, 2018",All Users,160,107,201,27.86%,5.87,00:02:40,14,"$2,220.35",6.97%,49.25%
Cupertino,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,51,40,57,33.33%,6.12,00:03:35,6,"$1,093.91",10.53%,61.40%
Cupertino,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,16,7,22,4.55%,13.14,00:10:18,14,"$2,220.35",63.64%,213.64%
Cupertino,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,24,18,26,53.85%,3.96,00:01:15,0,$0.00,0.00%,7.69%
Milpitas,"Mar 1, 2018 - Mar 31, 2018",All Users,155,108,236,31.36%,5.87,00:03:33,25,"$3,990.56",10.59%,53.81%
Milpitas,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,41,36,46,47.83%,3.17,00:02:15,5,$562.96,10.87%,32.61%
Milpitas,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,29,15,91,30.77%,7.26,00:05:57,25,"$3,990.56",27.47%,94.51%
Milpitas,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,26,20,26,42.31%,2.50,00:00:27,0,$0.00,0.00%,0.00%
Boulder,"Mar 1, 2018 - Mar 31, 2018",All Users,154,102,282,21.99%,6.17,00:03:34,30,"$7,341.92",10.64%,47.52%
Boulder,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,41,34,53,30.19%,4.40,00:01:15,1,$186.59,1.89%,15.09%
Boulder,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,31,13,96,9.38%,8.59,00:05:01,30,"$7,341.92",31.25%,97.92%
Boulder,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,15,12,19,52.63%,2.74,00:00:52,0,$0.00,0.00%,5.26%
Boston,"Mar 1, 2018 - Mar 31, 2018",All Users,149,132,188,45.74%,4.34,00:02:26,2,$189.12,1.06%,19.15%
Boston,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,40,36,49,51.02%,4.86,00:02:47,2,$189.12,4.08%,34.69%
Boston,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,3,2,6,16.67%,14.33,00:09:41,2,$189.12,33.33%,200.00%
Boston,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,53,48,61,55.74%,3.34,00:01:23,0,$0.00,0.00%,6.56%
Ann Arbor,"Mar 1, 2018 - Mar 31, 2018",All Users,146,108,244,24.59%,5.86,00:02:54,19,"$2,177.51",7.79%,50.82%
Ann Arbor,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,29,23,38,36.84%,5.00,00:03:26,2,$190.59,5.26%,39.47%
Ann Arbor,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,22,13,54,5.56%,8.85,00:06:27,19,"$2,177.51",35.19%,140.74%
Ann Arbor,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,24,19,26,42.31%,3.15,00:01:33,0,$0.00,0.00%,0.00%
San Mateo,"Mar 1, 2018 - Mar 31, 2018",All Users,144,105,225,22.22%,7.32,00:04:25,27,"$7,432.95",12.00%,68.00%
San Mateo,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,47,42,57,28.07%,6.74,00:03:55,4,$586.00,7.02%,61.40%
San Mateo,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,37,19,90,12.22%,10.28,00:07:46,27,"$7,432.95",30.00%,121.11%
San Mateo,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,15,15,16,43.75%,3.12,00:00:52,0,$0.00,0.00%,12.50%
Pittsburgh,"Mar 1, 2018 - Mar 31, 2018",All Users,135,115,238,27.73%,5.13,00:03:56,15,"$3,327.36",6.30%,37.39%
Pittsburgh,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,20,20,22,27.27%,4.68,00:03:35,1,$119.00,4.55%,31.82%
Pittsburgh,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,17,9,57,15.79%,7.63,00:06:25,15,"$3,327.36",26.32%,94.74%
Pittsburgh,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,25,24,30,60.00%,3.47,00:00:58,0,$0.00,0.00%,10.00%
University Park,"Mar 1, 2018 - Mar 31, 2018",All Users,130,124,154,21.43%,4.01,00:02:24,0,$0.00,0.00%,9.09%
University Park,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,72,70,78,20.51%,3.83,00:02:08,0,$0.00,0.00%,8.97%
University Park,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
University Park,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Charlotte,"Mar 1, 2018 - Mar 31, 2018",All Users,129,110,159,38.99%,6.18,00:03:16,3,$412.92,1.89%,23.27%
Charlotte,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,37,31,40,50.00%,6.80,00:04:22,0,$0.00,0.00%,20.00%
Charlotte,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,3,1,4,0.00%,19.50,00:21:02,3,$412.92,75.00%,175.00%
Charlotte,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,64,53,76,47.37%,6.93,00:02:42,0,$0.00,0.00%,14.47%
Oakland,"Mar 1, 2018 - Mar 31, 2018",All Users,125,93,171,32.16%,4.76,00:02:41,14,"$4,281.99",8.19%,42.69%
Oakland,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,39,30,48,47.92%,4.02,00:02:06,2,$727.00,4.17%,33.33%
Oakland,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,20,9,32,21.88%,9.69,00:08:11,14,"$4,281.99",43.75%,156.25%
Oakland,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,27,26,32,59.38%,2.66,00:00:44,1,$79.99,3.12%,18.75%
Phoenix,"Mar 1, 2018 - Mar 31, 2018",All Users,116,101,132,34.85%,4.55,00:02:08,2,$198.87,1.52%,12.88%
Phoenix,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,24,20,26,30.77%,5.81,00:02:51,0,$0.00,0.00%,19.23%
Phoenix,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,2,2,5,20.00%,16.80,00:05:37,2,$198.87,40.00%,140.00%
Phoenix,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,58,52,66,39.39%,4.89,00:02:41,1,$160.93,1.52%,12.12%
Denver,"Mar 1, 2018 - Mar 31, 2018",All Users,114,94,158,37.97%,4.61,00:02:29,4,"$1,414.54",2.53%,30.38%
Denver,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,27,22,37,43.24%,3.97,00:02:33,0,$0.00,0.00%,32.43%
Denver,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,8,4,23,13.04%,8.61,00:04:15,4,"$1,414.54",17.39%,91.30%
Denver,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,42,36,56,53.57%,2.93,00:02:12,0,$0.00,0.00%,10.71%
Redwood City,"Mar 1, 2018 - Mar 31, 2018",All Users,113,87,141,21.99%,6.59,00:03:50,18,"$3,072.73",12.77%,51.77%
Redwood City,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,45,42,52,38.46%,4.69,00:02:42,3,$288.00,5.77%,26.92%
Redwood City,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,19,12,33,9.09%,11.27,00:08:45,18,"$3,072.73",54.55%,163.64%
Redwood City,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,16,14,17,41.18%,4.82,00:02:06,0,$0.00,0.00%,5.88%
Nashville,"Mar 1, 2018 - Mar 31, 2018",All Users,110,87,160,36.25%,5.76,00:02:42,8,"$3,380.68",5.00%,35.62%
Nashville,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,26,19,38,60.53%,4.58,00:02:42,1,$79.00,2.63%,26.32%
Nashville,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,7,5,22,18.18%,12.09,00:04:34,8,"$3,380.68",36.36%,122.73%
Nashville,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,50,42,63,47.62%,3.73,00:01:47,0,$0.00,0.00%,14.29%
McAllen,"Mar 1, 2018 - Mar 31, 2018",All Users,106,102,110,32.73%,3.05,00:01:13,2,$43.98,1.82%,10.00%
McAllen,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,5,5,5,80.00%,1.80,00:00:23,0,$0.00,0.00%,0.00%
McAllen,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,2,1,6,16.67%,13.50,00:11:37,2,$43.98,33.33%,166.67%
McAllen,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,9,8,13,30.77%,7.15,00:04:22,1,$21.99,7.69%,46.15%
Foster City,"Mar 1, 2018 - Mar 31, 2018",All Users,98,95,100,83.00%,6.99,00:00:57,2,$59.97,2.00%,14.00%
Foster City,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,89,88,89,89.89%,7.21,00:00:48,1,$39.98,1.12%,10.11%
Foster City,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,2,1,2,0.00%,10.50,00:04:22,2,$59.97,100.00%,250.00%
Foster City,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,3,2,3,66.67%,5.00,00:04:17,0,$0.00,0.00%,33.33%
Miami,"Mar 1, 2018 - Mar 31, 2018",All Users,97,79,155,47.10%,4.57,00:05:18,4,$733.87,2.58%,31.61%
Miami,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,29,22,58,63.79%,4.03,00:05:14,1,$65.97,1.72%,29.31%
Miami,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,6,2,14,0.00%,9.21,00:09:00,4,$733.87,28.57%,128.57%
Miami,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,59,50,85,69.41%,2.69,00:02:04,0,$0.00,0.00%,10.59%
San Antonio,"Mar 1, 2018 - Mar 31, 2018",All Users,94,83,125,41.60%,3.88,00:01:38,3,$165.47,2.40%,14.40%
San Antonio,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,14,11,21,38.10%,3.57,00:00:43,2,$140.99,9.52%,19.05%
San Antonio,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,4,3,5,0.00%,12.40,00:05:02,3,$165.47,60.00%,160.00%
San Antonio,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,63,57,77,54.55%,2.90,00:01:00,0,$0.00,0.00%,3.90%
Jersey City,"Mar 1, 2018 - Mar 31, 2018",All Users,90,73,110,25.45%,6.28,00:03:33,7,$562.63,6.36%,54.55%
Jersey City,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,25,21,30,26.67%,6.00,00:02:51,3,$208.98,10.00%,46.67%
Jersey City,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,10,3,15,6.67%,9.93,00:04:16,7,$562.63,46.67%,153.33%
Jersey City,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,21,20,25,36.00%,3.52,00:03:38,0,$0.00,0.00%,12.00%
Orlando,"Mar 1, 2018 - Mar 31, 2018",All Users,81,64,109,45.87%,3.97,00:01:56,0,$0.00,0.00%,16.51%
Orlando,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,28,19,36,61.11%,3.17,00:01:03,0,$0.00,0.00%,8.33%
Orlando,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Orlando,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,54,40,72,59.72%,2.57,00:01:14,0,$0.00,0.00%,6.94%
Campbell,"Mar 1, 2018 - Mar 31, 2018",All Users,80,58,111,28.83%,6.43,00:03:09,14,"$3,789.89",12.61%,56.76%
Campbell,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,33,30,41,36.59%,4.51,00:02:06,6,$676.51,14.63%,41.46%
Campbell,"Mar 1, 2018 - Mar 31, 2018",Made a Purchase,19,10,38,10.53%,10.39,00:06:57,14,"$3,789.89",36.84%,134.21%
Campbell,"Mar 1, 2018 - Mar 31, 2018",Mobile and Tablet Traffic,13,12,14,28.57%,5.71,00:02:18,1,$39.98,7.14%,42.86%
Minneapolis,"Mar 1, 2018 - Mar 31, 2018",All Users,80,68,89,49.44%,4.38,00:01:59,2,$579.79,2.25%,15.73%
Minneapolis,"Mar 1, 2018 - Mar 31, 2018",Direct Traffic,18,16,21,71.43%,3.57,00:03:27,2,$579.79,9.52%,14.29%
