# ----------------------------------------
# 1 Master View
# Location
# 20171201-20171231
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
(not set),"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,724,717,744,91.13%,1.54,00:00:27,1,$137.92,0.13%,3.90%
(not set),"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,12,6,23,17.39%,10.26,00:06:26,9,"$1,374.42",39.13%,147.83%
(not set),"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,584,568,623,78.81%,1.92,00:00:57,2,$143.97,0.32%,3.85%
San Jose,"Dec 1, 2017 - Dec 31, 2017",All Users,"1,156",817,"1,613",24.43%,6.41,00:03:42,130,"$30,157.51",8.06%,47.18%
San Jose,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,200,174,231,39.83%,4.46,00:02:04,3,$284.51,1.30%,19.48%
San Jose,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,145,65,312,9.94%,10.21,00:07:23,130,"$30,157.51",41.67%,139.42%
San Jose,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,332,285,401,40.40%,4.40,00:02:06,2,$599.92,0.50%,12.97%
Los Angeles,"Dec 1, 2017 - Dec 31, 2017",All Users,945,789,"1,273",39.04%,5.08,00:02:48,58,"$18,450.93",4.56%,32.36%
Los Angeles,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,206,178,262,57.25%,3.41,00:01:46,3,$314.98,1.15%,11.83%
Los Angeles,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,64,34,149,9.40%,11.83,00:07:56,58,"$18,450.93",38.93%,143.62%
Los Angeles,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,467,433,561,53.83%,3.47,00:01:42,4,$205.41,0.71%,11.76%
Chicago,"Dec 1, 2017 - Dec 31, 2017",All Users,767,613,"1,034",46.62%,4.82,00:02:38,62,"$11,811.77",6.00%,33.27%
Chicago,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,241,202,310,69.35%,2.72,00:01:33,5,$726.25,1.61%,12.58%
Chicago,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,71,22,162,8.64%,11.56,00:07:17,62,"$11,811.77",38.27%,137.04%
Chicago,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,442,389,548,67.15%,2.80,00:01:27,5,$205.52,0.91%,7.85%
Seattle,"Dec 1, 2017 - Dec 31, 2017",All Users,526,386,773,31.18%,5.76,00:03:20,67,"$11,474.74",8.67%,46.83%
Seattle,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,120,101,146,41.10%,4.26,00:02:09,2,$381.20,1.37%,19.18%
Seattle,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,71,32,169,10.65%,10.53,00:07:32,67,"$11,474.74",39.64%,139.05%
Seattle,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,168,149,227,55.95%,3.19,00:01:43,3,$554.19,1.32%,9.25%
Palo Alto,"Dec 1, 2017 - Dec 31, 2017",All Users,440,244,741,19.03%,6.37,00:03:57,101,"$20,601.40",13.63%,54.93%
Palo Alto,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,78,64,96,38.54%,3.80,00:02:12,3,"$1,183.95",3.12%,22.92%
Palo Alto,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,118,48,286,10.49%,8.65,00:06:27,101,"$20,601.40",35.31%,107.69%
Palo Alto,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,33,24,41,41.46%,2.93,00:01:14,0,$0.00,0.00%,7.32%
Dallas,"Dec 1, 2017 - Dec 31, 2017",All Users,410,373,504,68.25%,2.40,00:01:13,4,$596.88,0.79%,6.15%
Dallas,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,177,167,237,81.43%,1.54,00:00:38,0,$0.00,0.00%,0.84%
Dallas,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,4,1,9,0.00%,8.33,00:06:25,4,$596.88,44.44%,133.33%
Dallas,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,349,324,434,73.73%,2.02,00:00:55,0,$0.00,0.00%,2.76%
Santa Clara,"Dec 1, 2017 - Dec 31, 2017",All Users,386,258,510,22.55%,6.94,00:03:51,49,"$10,644.51",9.61%,52.75%
Santa Clara,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,71,61,77,41.56%,4.42,00:02:33,2,$268.00,2.60%,23.38%
Santa Clara,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,61,21,122,9.84%,11.03,00:06:58,49,"$10,644.51",40.16%,136.07%
Santa Clara,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,73,63,84,45.24%,3.42,00:01:55,0,$0.00,0.00%,7.14%
Houston,"Dec 1, 2017 - Dec 31, 2017",All Users,381,360,440,52.73%,3.45,00:01:52,8,$874.41,1.82%,14.09%
Houston,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,136,127,164,67.68%,2.30,00:01:15,2,$137.44,1.22%,7.93%
Houston,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,7,5,11,0.00%,16.36,00:11:28,8,$874.41,72.73%,209.09%
Houston,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,289,273,331,60.73%,2.69,00:01:23,1,$21.99,0.30%,6.65%
Atlanta,"Dec 1, 2017 - Dec 31, 2017",All Users,373,320,465,54.19%,3.73,00:02:04,14,"$2,454.99",3.01%,19.14%
Atlanta,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,135,120,172,68.60%,2.79,00:02:07,1,$349.00,0.58%,8.14%
Atlanta,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,13,7,26,15.38%,12.50,00:08:33,14,"$2,454.99",53.85%,184.62%
Atlanta,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,267,239,316,64.87%,2.66,00:01:37,0,$0.00,0.00%,6.96%
Washington,"Dec 1, 2017 - Dec 31, 2017",All Users,344,308,481,50.73%,4.10,00:03:01,20,"$2,353.17",4.16%,27.44%
Washington,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,106,96,150,67.33%,3.17,00:02:31,6,$618.00,4.00%,24.00%
Washington,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,17,11,26,7.69%,15.31,00:10:31,20,"$2,353.17",76.92%,223.08%
Washington,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,227,217,289,66.78%,2.70,00:01:20,1,$39.47,0.35%,9.69%
Austin,"Dec 1, 2017 - Dec 31, 2017",All Users,325,231,491,23.83%,7.47,00:04:17,65,"$11,168.01",13.24%,66.19%
Austin,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,54,45,71,54.93%,4.35,00:02:26,4,$359.95,5.63%,40.85%
Austin,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,57,27,153,5.88%,11.34,00:07:55,65,"$11,168.01",42.48%,140.52%
Austin,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,71,65,85,64.71%,3.75,00:01:14,1,$21.99,1.18%,15.29%
Kirkland,"Dec 1, 2017 - Dec 31, 2017",All Users,301,192,497,20.32%,6.51,00:03:33,54,"$9,607.91",10.87%,51.31%
Kirkland,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,73,61,98,30.61%,4.09,00:01:35,5,$651.73,5.10%,24.49%
Kirkland,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,55,24,154,9.74%,9.18,00:05:54,54,"$9,607.91",35.06%,112.34%
Kirkland,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,17,12,22,36.36%,3.82,00:01:36,0,$0.00,0.00%,9.09%
Philadelphia,"Dec 1, 2017 - Dec 31, 2017",All Users,257,243,299,62.21%,3.27,00:01:33,6,$397.16,2.01%,9.70%
Philadelphia,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,95,91,127,78.74%,2.64,00:00:33,1,$67.97,0.79%,3.15%
Philadelphia,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,7,5,7,0.00%,21.86,00:16:14,6,$397.16,85.71%,271.43%
Philadelphia,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,162,156,201,70.15%,2.92,00:01:03,2,$73.95,1.00%,6.47%
Cambridge,"Dec 1, 2017 - Dec 31, 2017",All Users,223,144,343,25.07%,6.34,00:03:14,33,"$7,142.74",9.62%,49.27%
Cambridge,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,59,48,70,57.14%,5.44,00:02:44,5,"$2,319.90",7.14%,35.71%
Cambridge,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,37,17,87,5.75%,12.21,00:07:01,33,"$7,142.74",37.93%,140.23%
Cambridge,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,15,12,19,47.37%,4.89,00:01:46,0,$0.00,0.00%,15.79%
Charlotte,"Dec 1, 2017 - Dec 31, 2017",All Users,220,195,271,53.87%,3.63,00:01:54,6,"$1,369.96",2.21%,17.34%
Charlotte,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,75,64,97,65.98%,2.30,00:01:44,1,$19.96,1.03%,5.15%
Charlotte,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,7,2,15,13.33%,10.80,00:07:22,6,"$1,369.96",40.00%,133.33%
Charlotte,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,160,146,187,62.57%,2.81,00:01:36,1,$19.96,0.53%,6.95%
San Diego,"Dec 1, 2017 - Dec 31, 2017",All Users,215,182,260,42.31%,4.40,00:02:20,11,"$1,334.09",4.23%,25.38%
San Diego,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,38,32,40,52.50%,2.92,00:01:10,0,$0.00,0.00%,7.50%
San Diego,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,13,6,21,14.29%,12.62,00:07:42,11,"$1,334.09",52.38%,147.62%
San Diego,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,102,90,122,51.64%,2.93,00:01:50,0,$0.00,0.00%,7.38%
Orlando,"Dec 1, 2017 - Dec 31, 2017",All Users,213,184,268,66.79%,2.61,00:01:18,1,$51.99,0.37%,7.84%
Orlando,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,79,71,105,76.19%,2.10,00:01:31,0,$0.00,0.00%,5.71%
Orlando,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,4,0,6,33.33%,5.33,00:01:29,1,$51.99,16.67%,66.67%
Orlando,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,182,162,232,71.55%,2.10,00:00:58,1,$51.99,0.43%,4.74%
Boston,"Dec 1, 2017 - Dec 31, 2017",All Users,189,164,250,56.40%,3.05,00:01:35,3,$516.99,1.20%,12.80%
Boston,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,57,52,84,71.43%,2.08,00:01:19,1,$79.99,1.19%,8.33%
Boston,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,4,1,12,25.00%,7.00,00:03:58,3,$516.99,25.00%,91.67%
Boston,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,124,110,159,68.55%,2.27,00:01:00,0,$0.00,0.00%,5.66%
Fremont,"Dec 1, 2017 - Dec 31, 2017",All Users,182,125,268,26.87%,5.86,00:03:33,24,"$4,808.72",8.96%,47.76%
Fremont,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,31,28,47,53.19%,2.89,00:01:04,0,$0.00,0.00%,10.64%
Fremont,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,27,12,66,7.58%,8.98,00:05:04,24,"$4,808.72",36.36%,113.64%
Fremont,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,38,31,53,50.94%,2.91,00:02:37,0,$0.00,0.00%,5.66%
San Antonio,"Dec 1, 2017 - Dec 31, 2017",All Users,177,170,241,58.51%,3.31,00:01:42,3,"$1,023.48",1.24%,13.69%
San Antonio,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,55,54,73,82.19%,1.41,00:00:10,0,$0.00,0.00%,0.00%
San Antonio,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,4,3,13,23.08%,12.08,00:14:12,3,"$1,023.48",23.08%,153.85%
San Antonio,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,128,123,177,68.36%,2.53,00:00:50,0,$0.00,0.00%,5.65%
San Bruno,"Dec 1, 2017 - Dec 31, 2017",All Users,172,111,242,19.42%,6.75,00:04:08,22,"$4,116.21",9.09%,53.72%
San Bruno,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,19,14,22,45.45%,8.73,00:05:51,3,$204.26,13.64%,63.64%
San Bruno,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,31,16,60,11.67%,12.67,00:10:51,22,"$4,116.21",36.67%,148.33%
San Bruno,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,13,12,16,50.00%,2.81,00:00:52,0,$0.00,0.00%,6.25%
Denver,"Dec 1, 2017 - Dec 31, 2017",All Users,170,154,212,53.30%,4.45,00:02:15,12,"$1,898.80",5.66%,29.72%
Denver,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,60,58,71,78.87%,4.30,00:00:48,2,$153.25,2.82%,14.08%
Denver,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,14,8,25,4.00%,10.72,00:09:10,12,"$1,898.80",48.00%,176.00%
Denver,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,96,91,118,71.19%,3.72,00:01:22,2,$28.99,1.69%,11.02%
Miami,"Dec 1, 2017 - Dec 31, 2017",All Users,168,149,218,62.84%,2.97,00:01:29,1,$12.24,0.46%,11.47%
Miami,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,70,60,105,72.38%,2.18,00:01:15,0,$0.00,0.00%,4.76%
Miami,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,1,1,1,0.00%,24.00,00:09:06,1,$12.24,100.00%,300.00%
Miami,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,129,116,171,69.01%,2.23,00:01:06,0,$0.00,0.00%,3.51%
Milpitas,"Dec 1, 2017 - Dec 31, 2017",All Users,165,113,219,23.74%,6.41,00:03:46,20,"$4,000.59",9.13%,50.23%
Milpitas,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,32,27,37,40.54%,3.46,00:01:21,2,$447.00,5.41%,21.62%
Milpitas,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,23,9,44,9.09%,10.14,00:07:13,20,"$4,000.59",45.45%,152.27%
Milpitas,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,34,29,38,50.00%,3.21,00:01:50,0,$0.00,0.00%,2.63%
Irvine,"Dec 1, 2017 - Dec 31, 2017",All Users,164,111,225,25.78%,6.41,00:03:38,11,"$2,198.05",4.89%,36.89%
Irvine,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,33,23,54,29.63%,4.22,00:01:21,0,$0.00,0.00%,14.81%
Irvine,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,15,7,35,14.29%,11.94,00:07:14,11,"$2,198.05",31.43%,91.43%
Irvine,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,40,31,47,40.43%,4.36,00:01:42,0,$0.00,0.00%,17.02%
Detroit,"Dec 1, 2017 - Dec 31, 2017",All Users,164,159,203,67.49%,2.75,00:01:06,3,$106.95,1.48%,13.30%
Detroit,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,64,63,87,77.01%,2.03,00:00:56,0,$0.00,0.00%,2.30%
Detroit,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,5,4,13,30.77%,7.69,00:03:28,3,$106.95,23.08%,115.38%
Detroit,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,149,145,187,71.12%,2.62,00:01:01,3,$106.95,1.60%,11.76%
Ann Arbor,"Dec 1, 2017 - Dec 31, 2017",All Users,152,110,290,32.07%,5.96,00:03:31,23,"$7,624.45",7.93%,42.76%
Ann Arbor,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,22,18,30,46.67%,4.87,00:02:58,2,$49.57,6.67%,36.67%
Ann Arbor,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,22,11,83,16.87%,9.51,00:05:22,23,"$7,624.45",27.71%,93.98%
Ann Arbor,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,32,23,37,64.86%,2.89,00:02:41,1,$238.00,2.70%,10.81%
Pittsburgh,"Dec 1, 2017 - Dec 31, 2017",All Users,151,125,218,30.73%,6.15,00:03:05,24,"$3,422.84",11.01%,50.92%
Pittsburgh,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,37,35,44,34.09%,5.02,00:02:04,3,$364.49,6.82%,38.64%
Pittsburgh,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,22,15,54,12.96%,10.41,00:06:37,24,"$3,422.84",44.44%,140.74%
Pittsburgh,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,39,38,47,55.32%,3.72,00:01:58,3,$186.47,6.38%,25.53%
Phoenix,"Dec 1, 2017 - Dec 31, 2017",All Users,149,133,183,45.36%,3.83,00:03:09,2,$137.84,1.09%,12.57%
Phoenix,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,26,22,34,44.12%,3.59,00:01:00,0,$0.00,0.00%,14.71%
Phoenix,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,4,0,7,14.29%,12.29,00:04:31,2,$137.84,28.57%,71.43%
Phoenix,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,77,69,82,50.00%,4.18,00:01:50,0,$0.00,0.00%,12.20%
Boulder,"Dec 1, 2017 - Dec 31, 2017",All Users,148,96,225,16.89%,6.54,00:03:56,32,"$6,570.04",14.22%,61.78%
Boulder,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,22,20,24,41.67%,4.67,00:02:16,1,$153.52,4.17%,20.83%
Boulder,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,37,17,80,6.25%,9.34,00:06:38,32,"$6,570.04",40.00%,125.00%
Boulder,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,14,13,18,33.33%,3.50,00:02:55,0,$0.00,0.00%,11.11%
Cupertino,"Dec 1, 2017 - Dec 31, 2017",All Users,146,107,223,21.52%,6.37,00:04:11,23,"$4,779.94",10.31%,45.74%
Cupertino,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,34,29,40,37.50%,4.65,00:01:43,3,$898.00,7.50%,17.50%
Cupertino,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,26,12,67,10.45%,9.91,00:07:20,23,"$4,779.94",34.33%,108.96%
Cupertino,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,30,29,34,50.00%,4.18,00:02:28,0,$0.00,0.00%,14.71%
San Mateo,"Dec 1, 2017 - Dec 31, 2017",All Users,139,101,193,30.05%,5.59,00:02:55,18,"$4,703.46",9.33%,39.90%
San Mateo,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,42,40,47,53.19%,5.57,00:01:36,1,$83.70,2.13%,19.15%
San Mateo,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,25,13,55,12.73%,7.60,00:05:16,18,"$4,703.46",32.73%,103.64%
San Mateo,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,23,19,33,48.48%,3.27,00:02:49,0,$0.00,0.00%,3.03%
Oakland,"Dec 1, 2017 - Dec 31, 2017",All Users,133,90,186,27.42%,7.13,00:04:56,23,"$10,776.84",12.37%,64.52%
Oakland,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,24,22,32,37.50%,5.84,00:03:33,3,$802.36,9.38%,40.62%
Oakland,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,23,9,57,15.79%,11.70,00:09:12,23,"$10,776.84",40.35%,143.86%
Oakland,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,28,23,34,55.88%,2.50,00:01:10,0,$0.00,0.00%,0.00%
Redwood City,"Dec 1, 2017 - Dec 31, 2017",All Users,132,88,180,26.67%,6.56,00:04:14,26,"$5,049.11",14.44%,66.11%
Redwood City,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,41,39,42,59.52%,4.19,00:01:49,1,$349.00,2.38%,23.81%
Redwood City,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,31,12,64,10.94%,9.92,00:07:44,26,"$5,049.11",40.62%,143.75%
Redwood City,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,15,11,20,35.00%,4.50,00:01:54,0,$0.00,0.00%,20.00%
Indianapolis,"Dec 1, 2017 - Dec 31, 2017",All Users,132,120,183,64.48%,2.47,00:01:52,0,$0.00,0.00%,6.56%
Indianapolis,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,49,44,92,72.83%,1.55,00:02:05,0,$0.00,0.00%,1.09%
Indianapolis,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,1,1,1,0.00%,4.00,00:22:08,0,$0.00,0.00%,0.00%
Indianapolis,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,100,89,150,66.67%,2.48,00:02:08,0,$0.00,0.00%,7.33%
Minneapolis,"Dec 1, 2017 - Dec 31, 2017",All Users,130,119,153,60.13%,2.95,00:01:21,2,$70.36,1.31%,12.42%
Minneapolis,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,46,41,54,81.48%,1.33,00:00:39,0,$0.00,0.00%,0.00%
Minneapolis,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,1,1,2,0.00%,17.50,00:15:30,2,$70.36,100.00%,350.00%
Minneapolis,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,93,88,108,65.74%,2.54,00:01:06,0,$0.00,0.00%,5.56%
Nashville,"Dec 1, 2017 - Dec 31, 2017",All Users,128,111,152,56.58%,3.01,00:01:21,2,$142.99,1.32%,10.53%
Nashville,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,37,31,46,78.26%,1.93,00:01:46,1,$23.99,2.17%,10.87%
Nashville,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,2,1,4,25.00%,7.75,00:05:55,2,$142.99,50.00%,100.00%
Nashville,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,93,85,107,68.22%,2.14,00:01:01,1,$23.99,0.93%,3.74%
Jersey City,"Dec 1, 2017 - Dec 31, 2017",All Users,113,79,162,32.72%,5.83,00:03:21,14,"$2,631.62",8.64%,44.44%
Jersey City,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,19,15,23,65.22%,2.35,00:01:11,1,$119.00,4.35%,4.35%
Jersey City,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,15,6,32,6.25%,12.50,00:08:09,14,"$2,631.62",43.75%,153.12%
Jersey City,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,45,38,51,49.02%,3.27,00:01:29,1,$21.99,1.96%,15.69%
McAllen,"Dec 1, 2017 - Dec 31, 2017",All Users,112,108,113,39.82%,2.19,00:00:52,0,$0.00,0.00%,2.65%
McAllen,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,12,12,12,91.67%,1.17,00:00:01,0,$0.00,0.00%,0.00%
McAllen,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
McAllen,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,9,6,10,50.00%,2.90,00:00:46,0,$0.00,0.00%,10.00%
Eau Claire,"Dec 1, 2017 - Dec 31, 2017",All Users,108,86,182,41.76%,2.48,00:02:38,0,$0.00,0.00%,4.95%
Eau Claire,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,58,54,73,30.14%,2.49,00:02:20,0,$0.00,0.00%,5.48%
Eau Claire,"Dec 1, 2017 - Dec 31, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Eau Claire,"Dec 1, 2017 - Dec 31, 2017",Mobile and Tablet Traffic,3,3,3,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Tampa,"Dec 1, 2017 - Dec 31, 2017",All Users,103,91,122,68.03%,2.33,00:01:00,0,$0.00,0.00%,4.92%
Tampa,"Dec 1, 2017 - Dec 31, 2017",Direct Traffic,36,31,49,77.55%,2.10,00:01:22,0,$0.00,0.00%,4.08%
