# ----------------------------------------
# 1 Master View
# Location
# 20170801-20170831
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
Sunnyvale,"Aug 1, 2017 - Aug 31, 2017",All Users,"1,408",971,"2,056",21.94%,7.39,00:04:39,187,"$29,109.07",9.10%,56.61%
Sunnyvale,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,183,158,232,40.95%,4.27,00:03:11,8,"$2,135.40",3.45%,25.00%
Sunnyvale,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,223,103,481,11.64%,12.26,00:08:12,187,"$29,109.07",38.88%,154.05%
Sunnyvale,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,148,124,178,41.57%,4.25,00:03:06,1,$53.49,0.56%,13.48%
(not set),"Aug 1, 2017 - Aug 31, 2017",All Users,"1,057","1,009","1,140",76.32%,2.45,00:01:10,14,"$2,641.34",1.23%,10.61%
(not set),"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,654,642,669,89.09%,1.69,00:00:37,4,"$1,261.34",0.60%,6.28%
(not set),"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,17,12,31,6.45%,16.06,00:11:02,14,"$2,641.34",45.16%,196.77%
(not set),"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,515,488,561,81.46%,1.99,00:00:46,1,$20.97,0.18%,3.92%
San Jose,"Aug 1, 2017 - Aug 31, 2017",All Users,945,753,"1,227",30.32%,7.21,00:04:39,92,"$16,176.00",7.50%,46.13%
San Jose,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,182,155,221,46.61%,4.40,00:02:32,5,$613.17,2.26%,17.65%
San Jose,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,98,47,173,8.67%,18.31,00:12:45,92,"$16,176.00",53.18%,206.36%
San Jose,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,372,320,467,44.54%,3.99,00:02:26,3,$113.07,0.64%,12.21%
Los Angeles,"Aug 1, 2017 - Aug 31, 2017",All Users,819,692,"1,048",37.60%,5.49,00:03:11,49,"$8,284.02",4.68%,30.15%
Los Angeles,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,149,129,180,36.67%,4.04,00:03:06,2,$18.89,1.11%,15.56%
Los Angeles,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,57,28,108,11.11%,14.04,00:08:56,49,"$8,284.02",45.37%,175.00%
Los Angeles,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,436,383,536,48.69%,4.42,00:02:39,5,$171.04,0.93%,15.67%
Chicago,"Aug 1, 2017 - Aug 31, 2017",All Users,631,504,909,38.50%,6.13,00:03:35,73,"$10,506.70",8.03%,41.36%
Chicago,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,104,92,136,38.97%,5.10,00:02:36,6,"$1,351.30",4.41%,26.47%
Chicago,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,72,41,199,16.08%,12.53,00:08:33,73,"$10,506.70",36.68%,137.69%
Chicago,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,328,272,433,57.04%,3.42,00:01:57,8,$129.79,1.85%,15.01%
Redmond,"Aug 1, 2017 - Aug 31, 2017",All Users,427,423,455,55.38%,2.35,00:02:24,2,$462.19,0.44%,3.96%
Redmond,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,85,84,97,60.82%,2.53,00:02:02,0,$0.00,0.00%,5.15%
Redmond,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,2,0,2,0.00%,21.00,00:18:21,2,$462.19,100.00%,350.00%
Redmond,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,10,10,13,46.15%,6.23,00:04:13,0,$0.00,0.00%,38.46%
Seattle,"Aug 1, 2017 - Aug 31, 2017",All Users,395,317,536,32.65%,6.29,00:04:00,43,"$4,744.17",8.02%,44.22%
Seattle,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,74,65,95,53.68%,3.59,00:02:27,4,$292.67,4.21%,18.95%
Seattle,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,42,26,86,10.47%,15.64,00:11:17,43,"$4,744.17",50.00%,190.70%
Seattle,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,131,114,158,51.90%,3.54,00:01:53,3,$54.68,1.90%,13.92%
Palo Alto,"Aug 1, 2017 - Aug 31, 2017",All Users,364,244,575,23.83%,7.32,00:04:39,89,"$17,468.72",15.48%,72.00%
Palo Alto,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,78,64,96,35.42%,5.16,00:04:12,7,$866.11,7.29%,32.29%
Palo Alto,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,94,54,217,12.44%,11.16,00:07:16,89,"$17,468.72",41.01%,155.76%
Palo Alto,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,36,30,38,44.74%,2.89,00:01:03,0,$0.00,0.00%,2.63%
Santa Clara,"Aug 1, 2017 - Aug 31, 2017",All Users,332,243,436,26.83%,7.49,00:04:27,32,"$3,546.42",7.34%,47.48%
Santa Clara,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,65,60,90,43.33%,4.96,00:02:52,2,$157.36,2.22%,25.56%
Santa Clara,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,41,22,79,10.13%,15.42,00:11:08,32,"$3,546.42",40.51%,165.82%
Santa Clara,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,98,84,114,36.84%,4.43,00:02:07,0,$0.00,0.00%,14.04%
Houston,"Aug 1, 2017 - Aug 31, 2017",All Users,320,290,388,52.32%,3.75,00:02:08,4,$580.07,1.03%,11.86%
Houston,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,60,53,78,56.41%,3.68,00:02:21,1,$17.40,1.28%,12.82%
Houston,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,5,4,12,41.67%,14.08,00:10:51,4,$580.07,33.33%,141.67%
Houston,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,215,192,266,60.90%,2.99,00:01:31,2,$243.29,0.75%,7.14%
Austin,"Aug 1, 2017 - Aug 31, 2017",All Users,298,245,443,29.12%,6.74,00:04:50,40,"$5,178.57",9.03%,49.89%
Austin,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,44,36,62,41.94%,5.81,00:04:35,4,$190.44,6.45%,38.71%
Austin,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,42,25,89,13.48%,13.62,00:09:52,40,"$5,178.57",44.94%,176.40%
Austin,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,65,52,97,46.39%,4.67,00:03:03,1,$12.99,1.03%,16.49%
Dallas,"Aug 1, 2017 - Aug 31, 2017",All Users,294,264,355,54.65%,4.29,00:02:44,8,$446.11,2.25%,19.15%
Dallas,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,57,52,71,42.25%,6.62,00:04:26,3,$72.59,4.23%,32.39%
Dallas,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,8,6,15,13.33%,21.40,00:15:34,8,$446.11,53.33%,206.67%
Dallas,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,220,199,264,56.82%,3.68,00:02:09,3,$144.32,1.14%,13.26%
Atlanta,"Aug 1, 2017 - Aug 31, 2017",All Users,278,242,359,43.18%,4.35,00:02:43,14,"$2,649.11",3.90%,23.96%
Atlanta,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,57,44,65,47.69%,3.91,00:02:38,1,$38.19,1.54%,18.46%
Atlanta,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,20,11,49,16.33%,11.98,00:07:55,14,"$2,649.11",28.57%,118.37%
Atlanta,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,183,167,212,54.72%,2.81,00:01:27,1,$16.69,0.47%,6.60%
Washington,"Aug 1, 2017 - Aug 31, 2017",All Users,270,236,320,48.12%,3.85,00:02:37,9,$499.98,2.81%,16.56%
Washington,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,54,50,69,37.68%,5.33,00:04:19,2,$53.97,2.90%,21.74%
Washington,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,9,5,17,5.88%,16.41,00:11:31,9,$499.98,52.94%,158.82%
Washington,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,187,168,226,52.65%,3.61,00:02:27,4,$148.54,1.77%,11.95%
Cambridge,"Aug 1, 2017 - Aug 31, 2017",All Users,244,171,379,28.23%,6.89,00:04:12,38,"$4,578.98",10.03%,54.35%
Cambridge,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,43,37,57,47.37%,2.77,00:01:01,0,$0.00,0.00%,3.51%
Cambridge,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,39,23,105,10.48%,13.58,00:09:06,38,"$4,578.98",36.19%,155.24%
Cambridge,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,9,9,10,40.00%,2.40,00:02:58,0,$0.00,0.00%,0.00%
San Diego,"Aug 1, 2017 - Aug 31, 2017",All Users,215,196,307,41.37%,5.65,00:03:37,12,"$3,046.03",3.91%,28.34%
San Diego,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,39,36,50,54.00%,4.62,00:04:04,1,$234.78,2.00%,14.00%
San Diego,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,14,9,41,14.63%,13.85,00:09:35,12,"$3,046.03",29.27%,131.71%
San Diego,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,90,83,121,59.50%,3.05,00:01:54,0,$0.00,0.00%,4.13%
Kirkland,"Aug 1, 2017 - Aug 31, 2017",All Users,207,145,319,20.38%,7.50,00:04:34,45,"$7,739.86",14.11%,66.14%
Kirkland,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,48,40,55,29.09%,4.55,00:02:26,3,$272.16,5.45%,23.64%
Kirkland,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,49,27,111,9.91%,12.32,00:07:25,45,"$7,739.86",40.54%,153.15%
Kirkland,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,15,13,17,35.29%,2.47,00:01:31,0,$0.00,0.00%,5.88%
San Bruno,"Aug 1, 2017 - Aug 31, 2017",All Users,195,139,269,22.68%,7.76,00:04:47,36,"$4,363.13",13.38%,65.80%
San Bruno,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,33,26,45,31.11%,4.58,00:03:51,2,$160.99,4.44%,26.67%
San Bruno,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,40,24,68,7.35%,15.43,00:09:53,36,"$4,363.13",52.94%,191.18%
San Bruno,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,11,9,12,50.00%,5.58,00:02:16,0,$0.00,0.00%,33.33%
Ann Arbor,"Aug 1, 2017 - Aug 31, 2017",All Users,191,140,346,22.25%,8.64,00:06:16,44,"$6,295.18",12.72%,68.21%
Ann Arbor,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,33,31,41,36.59%,4.00,00:04:25,2,$119.99,4.88%,26.83%
Ann Arbor,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,46,27,121,9.09%,14.35,00:10:57,44,"$6,295.18",36.36%,152.07%
Ann Arbor,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,45,41,50,50.00%,3.38,00:02:25,0,$0.00,0.00%,8.00%
Charlotte,"Aug 1, 2017 - Aug 31, 2017",All Users,175,149,212,51.89%,4.12,00:02:06,4,"$1,242.39",1.89%,19.34%
Charlotte,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,36,27,43,51.16%,4.44,00:03:21,1,$779.23,2.33%,23.26%
Charlotte,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,5,2,5,0.00%,35.00,00:29:42,4,"$1,242.39",80.00%,280.00%
Charlotte,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,122,104,142,59.86%,2.64,00:01:02,1,$53.97,0.70%,7.04%
Philadelphia,"Aug 1, 2017 - Aug 31, 2017",All Users,172,155,204,51.96%,2.99,00:02:07,1,$169.90,0.49%,8.33%
Philadelphia,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,33,32,36,38.89%,2.61,00:00:36,0,$0.00,0.00%,8.33%
Philadelphia,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,3,0,3,33.33%,10.67,00:06:03,1,$169.90,33.33%,100.00%
Philadelphia,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,121,110,140,60.00%,2.36,00:01:07,0,$0.00,0.00%,1.43%
Irvine,"Aug 1, 2017 - Aug 31, 2017",All Users,162,128,209,28.23%,7.06,00:05:01,23,"$3,687.85",11.00%,60.29%
Irvine,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,47,44,53,35.85%,6.40,00:04:00,3,$452.70,5.66%,39.62%
Irvine,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,25,16,51,15.69%,12.08,00:09:14,23,"$3,687.85",45.10%,170.59%
Irvine,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,26,23,31,54.84%,2.55,00:01:01,0,$0.00,0.00%,6.45%
Pittsburgh,"Aug 1, 2017 - Aug 31, 2017",All Users,158,124,247,26.32%,6.63,00:05:33,18,"$2,468.39",7.29%,47.37%
Pittsburgh,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,23,21,29,31.03%,5.03,00:03:24,2,$37.32,6.90%,41.38%
Pittsburgh,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,19,15,45,13.33%,10.53,00:07:03,18,"$2,468.39",40.00%,142.22%
Pittsburgh,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,34,32,42,47.62%,4.57,00:03:05,2,$126.91,4.76%,16.67%
Boston,"Aug 1, 2017 - Aug 31, 2017",All Users,155,138,183,45.90%,4.73,00:02:45,6,"$1,484.28",3.28%,22.40%
Boston,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,23,18,30,33.33%,4.87,00:03:17,1,$316.00,3.33%,20.00%
Boston,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,6,4,6,0.00%,23.33,00:22:07,6,"$1,484.28",100.00%,366.67%
Boston,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,99,89,116,56.03%,3.39,00:01:57,0,$0.00,0.00%,12.93%
Fremont,"Aug 1, 2017 - Aug 31, 2017",All Users,144,118,181,27.62%,6.25,00:04:36,13,"$2,451.43",7.18%,43.09%
Fremont,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,26,24,27,33.33%,3.85,00:01:42,1,$9.49,3.70%,22.22%
Fremont,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,15,8,33,6.06%,12.48,00:09:57,13,"$2,451.43",39.39%,157.58%
Fremont,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,44,38,53,49.06%,3.94,00:02:25,0,$0.00,0.00%,11.32%
San Antonio,"Aug 1, 2017 - Aug 31, 2017",All Users,141,130,162,53.09%,4.01,00:01:56,2,$131.18,1.23%,14.81%
San Antonio,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,20,18,25,56.00%,4.60,00:02:40,0,$0.00,0.00%,24.00%
San Antonio,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,2,1,3,0.00%,20.67,00:08:01,2,$131.18,66.67%,233.33%
San Antonio,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,92,86,104,62.50%,3.02,00:01:36,0,$0.00,0.00%,8.65%
Phoenix,"Aug 1, 2017 - Aug 31, 2017",All Users,137,126,156,48.08%,3.79,00:02:03,4,$79.58,2.56%,15.38%
Phoenix,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,18,15,19,47.37%,2.74,00:01:31,0,$0.00,0.00%,5.26%
Phoenix,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,4,4,7,28.57%,13.29,00:10:42,4,$79.58,57.14%,214.29%
Phoenix,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,75,68,93,55.91%,3.20,00:02:06,1,$10.99,1.08%,8.60%
Orlando,"Aug 1, 2017 - Aug 31, 2017",All Users,129,117,156,56.41%,2.88,00:01:34,1,$8.98,0.64%,7.69%
Orlando,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,23,22,26,50.00%,3.38,00:01:39,1,$8.98,3.85%,15.38%
Orlando,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,2,1,2,50.00%,6.50,00:03:36,1,$8.98,50.00%,200.00%
Orlando,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,106,96,130,57.69%,2.78,00:01:34,0,$0.00,0.00%,4.62%
Denver,"Aug 1, 2017 - Aug 31, 2017",All Users,119,107,168,60.12%,3.19,00:01:49,2,$257.20,1.19%,11.90%
Denver,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,22,19,38,63.16%,2.11,00:01:52,0,$0.00,0.00%,0.00%
Denver,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,3,2,5,0.00%,11.40,00:08:32,2,$257.20,40.00%,140.00%
Denver,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,80,74,120,66.67%,2.79,00:01:40,0,$0.00,0.00%,8.33%
Cupertino,"Aug 1, 2017 - Aug 31, 2017",All Users,116,98,150,21.33%,7.55,00:04:43,12,"$2,501.39",8.00%,53.33%
Cupertino,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,22,19,25,40.00%,5.60,00:03:17,0,$0.00,0.00%,20.00%
Cupertino,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,11,8,18,5.56%,21.00,00:11:55,12,"$2,501.39",66.67%,266.67%
Cupertino,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,27,24,35,31.43%,4.94,00:04:32,0,$0.00,0.00%,11.43%
Milpitas,"Aug 1, 2017 - Aug 31, 2017",All Users,116,76,152,17.76%,9.81,00:06:07,12,"$1,434.24",7.89%,63.82%
Milpitas,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,18,14,18,38.89%,5.67,00:02:05,1,$122.33,5.56%,33.33%
Milpitas,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,13,6,20,5.00%,16.55,00:10:19,12,"$1,434.24",60.00%,225.00%
Milpitas,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,22,20,23,56.52%,4.22,00:01:28,0,$0.00,0.00%,13.04%
Portland,"Aug 1, 2017 - Aug 31, 2017",All Users,114,97,143,52.45%,4.77,00:02:33,5,$171.14,3.50%,25.87%
Portland,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,21,17,23,43.48%,5.17,00:03:56,2,$99.49,8.70%,47.83%
Portland,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,5,4,13,15.38%,14.54,00:09:22,5,$171.14,38.46%,161.54%
Portland,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,52,45,64,62.50%,2.98,00:01:19,1,$13.29,1.56%,14.06%
Miami,"Aug 1, 2017 - Aug 31, 2017",All Users,111,101,133,62.41%,3.56,00:02:18,2,$504.35,1.50%,15.79%
Miami,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,23,21,31,48.39%,5.84,00:03:44,1,$419.40,3.23%,38.71%
Miami,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,2,2,5,0.00%,22.80,00:17:35,2,$504.35,40.00%,280.00%
Miami,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,77,70,90,70.00%,1.99,00:00:58,0,$0.00,0.00%,2.22%
Oakland,"Aug 1, 2017 - Aug 31, 2017",All Users,100,84,146,26.03%,6.28,00:04:20,10,"$3,529.15",6.85%,43.84%
Oakland,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,18,14,20,50.00%,5.95,00:05:46,0,$0.00,0.00%,25.00%
Oakland,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,12,7,29,13.79%,8.48,00:06:08,10,"$3,529.15",34.48%,117.24%
Oakland,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,26,24,29,31.03%,6.28,00:03:00,1,$6.00,3.45%,31.03%
Indianapolis,"Aug 1, 2017 - Aug 31, 2017",All Users,100,90,137,57.66%,2.92,00:01:47,1,$34.97,0.73%,10.95%
Indianapolis,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,18,17,19,42.11%,3.11,00:01:17,0,$0.00,0.00%,5.26%
Indianapolis,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,2,0,2,50.00%,9.50,00:10:31,1,$34.97,50.00%,200.00%
Indianapolis,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,77,69,113,65.49%,2.68,00:01:52,1,$34.97,0.88%,9.73%
San Mateo,"Aug 1, 2017 - Aug 31, 2017",All Users,97,70,131,21.37%,9.88,00:06:34,21,"$5,125.58",16.03%,83.21%
San Mateo,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,17,13,18,22.22%,3.89,00:01:47,0,$0.00,0.00%,5.56%
San Mateo,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,22,13,46,19.57%,17.17,00:11:56,21,"$5,125.58",45.65%,189.13%
San Mateo,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,20,19,25,28.00%,8.40,00:05:41,1,$27.20,4.00%,40.00%
Minneapolis,"Aug 1, 2017 - Aug 31, 2017",All Users,95,80,105,56.19%,3.46,00:01:53,1,$13.98,0.95%,11.43%
Minneapolis,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,26,18,30,63.33%,3.27,00:01:37,1,$13.98,3.33%,20.00%
Minneapolis,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,1,1,1,0.00%,22.00,00:05:13,1,$13.98,100.00%,400.00%
Minneapolis,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,60,52,64,62.50%,2.78,00:01:47,0,$0.00,0.00%,3.12%
Detroit,"Aug 1, 2017 - Aug 31, 2017",All Users,94,84,107,56.07%,3.36,00:01:56,3,"$1,120.49",2.80%,14.95%
Detroit,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,19,16,22,63.64%,3.77,00:02:16,1,$984.50,4.55%,13.64%
Detroit,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,3,2,6,16.67%,13.00,00:08:59,3,"$1,120.49",50.00%,150.00%
Detroit,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,76,68,86,59.30%,2.69,00:01:29,1,$16.99,1.16%,8.14%
Redwood City,"Aug 1, 2017 - Aug 31, 2017",All Users,89,65,113,25.66%,7.35,00:05:21,9,$978.97,7.96%,46.90%
Redwood City,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,13,11,14,35.71%,4.50,00:01:30,0,$0.00,0.00%,7.14%
Redwood City,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,13,8,18,5.56%,15.89,00:16:05,9,$978.97,50.00%,183.33%
Redwood City,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,15,13,19,36.84%,3.05,00:01:12,0,$0.00,0.00%,0.00%
Sacramento,"Aug 1, 2017 - Aug 31, 2017",All Users,86,80,101,49.50%,3.84,00:02:21,3,$322.79,2.97%,15.84%
Sacramento,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,17,17,19,57.89%,2.16,00:00:42,0,$0.00,0.00%,0.00%
Sacramento,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,3,2,3,0.00%,18.67,00:15:35,3,$322.79,100.00%,366.67%
Sacramento,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,58,53,71,54.93%,2.45,00:01:10,0,$0.00,0.00%,1.41%
Nashville,"Aug 1, 2017 - Aug 31, 2017",All Users,85,71,111,49.55%,3.21,00:01:45,3,$611.59,2.70%,11.71%
Nashville,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,11,10,15,53.33%,4.20,00:02:23,0,$0.00,0.00%,6.67%
Nashville,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,4,1,12,0.00%,6.17,00:03:43,3,$611.59,25.00%,66.67%
Nashville,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,43,37,56,67.86%,2.09,00:01:18,0,$0.00,0.00%,1.79%
Boulder,"Aug 1, 2017 - Aug 31, 2017",All Users,84,57,125,24.00%,7.49,00:04:12,14,"$2,181.13",11.20%,64.80%
Boulder,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,9,7,11,63.64%,1.73,00:00:06,0,$0.00,0.00%,0.00%
Boulder,"Aug 1, 2017 - Aug 31, 2017",Made a Purchase,16,10,29,6.90%,13.79,00:08:35,14,"$2,181.13",48.28%,189.66%
Boulder,"Aug 1, 2017 - Aug 31, 2017",Mobile and Tablet Traffic,6,5,9,66.67%,2.00,00:00:22,0,$0.00,0.00%,0.00%
Columbus,"Aug 1, 2017 - Aug 31, 2017",All Users,76,67,89,44.94%,4.34,00:02:45,1,$224.17,1.12%,19.10%
Columbus,"Aug 1, 2017 - Aug 31, 2017",Direct Traffic,15,12,16,56.25%,3.00,00:01:11,0,$0.00,0.00%,12.50%
