# ----------------------------------------
# 1 Master View
# Location
# 20170901-20170930
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
Springfield,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Springfield,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,8,7,8,87.50%,3.25,00:00:34,0,$0.00,0.00%,12.50%
Ithaca,"Sep 1, 2017 - Sep 30, 2017",All Users,14,13,16,25.00%,6.69,00:02:33,1,$7.58,6.25%,56.25%
Ithaca,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,19.00,00:04:25,1,$7.58,100.00%,300.00%
Ithaca,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,1,1,0.00%,19.00,00:04:25,1,$7.58,100.00%,300.00%
Ithaca,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Syracuse,"Sep 1, 2017 - Sep 30, 2017",All Users,14,13,15,46.67%,3.93,00:01:27,0,$0.00,0.00%,13.33%
Syracuse,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Syracuse,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Syracuse,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,9,8,9,66.67%,2.44,00:01:02,0,$0.00,0.00%,0.00%
Toledo,"Sep 1, 2017 - Sep 30, 2017",All Users,14,12,23,78.26%,1.83,00:00:23,0,$0.00,0.00%,0.00%
Toledo,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Toledo,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Toledo,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,11,9,20,80.00%,1.90,00:00:24,0,$0.00,0.00%,0.00%
Bethlehem,"Sep 1, 2017 - Sep 30, 2017",All Users,14,14,16,62.50%,2.56,00:00:41,0,$0.00,0.00%,6.25%
Bethlehem,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Bethlehem,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Bethlehem,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,6,8,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
College Station,"Sep 1, 2017 - Sep 30, 2017",All Users,14,14,15,53.33%,5.93,00:02:15,1,$5.70,6.67%,40.00%
College Station,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,0.00%,9.00,00:03:21,0,$0.00,0.00%,0.00%
College Station,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,1,1,0.00%,14.00,00:04:57,1,$5.70,100.00%,400.00%
College Station,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,8,8,9,44.44%,5.56,00:02:42,1,$5.70,11.11%,44.44%
Mission,"Sep 1, 2017 - Sep 30, 2017",All Users,14,13,25,44.00%,5.72,00:05:08,0,$0.00,0.00%,24.00%
Mission,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Mission,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Mission,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,7,6,14,71.43%,1.29,00:03:15,0,$0.00,0.00%,0.00%
Pflugerville,"Sep 1, 2017 - Sep 30, 2017",All Users,14,12,18,61.11%,3.22,00:02:44,0,$0.00,0.00%,11.11%
Pflugerville,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Pflugerville,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Pflugerville,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,5,7,71.43%,1.71,00:00:18,0,$0.00,0.00%,0.00%
Issaquah,"Sep 1, 2017 - Sep 30, 2017",All Users,14,10,20,35.00%,6.95,00:07:08,2,$172.43,10.00%,70.00%
Issaquah,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,5,4,7,42.86%,4.14,00:02:26,0,$0.00,0.00%,42.86%
Issaquah,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,2,0,6,0.00%,8.83,00:08:30,2,$172.43,33.33%,150.00%
Issaquah,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,5,5,6,66.67%,1.33,00:02:32,0,$0.00,0.00%,0.00%
Vancouver,"Sep 1, 2017 - Sep 30, 2017",All Users,14,13,15,33.33%,3.13,00:01:01,0,$0.00,0.00%,6.67%
Vancouver,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,2.00,00:00:15,0,$0.00,0.00%,0.00%
Vancouver,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Vancouver,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,6,6,50.00%,3.17,00:00:56,0,$0.00,0.00%,16.67%
Foster City,"Sep 1, 2017 - Sep 30, 2017",All Users,14,12,15,6.67%,11.60,00:06:12,1,$76.82,6.67%,73.33%
Foster City,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,4,4,4,25.00%,2.50,00:00:27,0,$0.00,0.00%,0.00%
Foster City,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,1,1,0.00%,44.00,00:21:36,1,$76.82,100.00%,400.00%
Foster City,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Franklin Township,"Sep 1, 2017 - Sep 30, 2017",All Users,14,13,19,36.84%,5.37,00:04:51,2,$330.70,10.53%,47.37%
Franklin Township,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,0,5,20.00%,8.60,00:06:47,1,$211.70,20.00%,80.00%
Franklin Township,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,2,1,7,14.29%,11.43,00:07:40,2,$330.70,28.57%,128.57%
Franklin Township,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,6,6,66.67%,1.33,00:04:02,0,$0.00,0.00%,0.00%
Plymouth Charter Township,"Sep 1, 2017 - Sep 30, 2017",All Users,14,10,14,42.86%,3.64,00:00:57,0,$0.00,0.00%,7.14%
Plymouth Charter Township,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,2.00,00:00:50,0,$0.00,0.00%,0.00%
Plymouth Charter Township,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Plymouth Charter Township,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,7,6,7,85.71%,1.29,00:00:08,0,$0.00,0.00%,0.00%
Castro Valley,"Sep 1, 2017 - Sep 30, 2017",All Users,13,10,17,35.29%,6.76,00:03:36,2,$491.20,11.76%,64.71%
Castro Valley,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,3,3,3,33.33%,8.33,00:03:59,0,$0.00,0.00%,66.67%
Castro Valley,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,3,1,4,25.00%,10.50,00:04:30,2,$491.20,50.00%,200.00%
Castro Valley,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,6,9,55.56%,4.22,00:02:36,0,$0.00,0.00%,22.22%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,13,53.85%,3.08,00:01:59,0,$0.00,0.00%,7.69%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,10,9,10,70.00%,2.90,00:00:55,0,$0.00,0.00%,10.00%
Millbrae,"Sep 1, 2017 - Sep 30, 2017",All Users,13,6,14,35.71%,11.64,00:03:51,2,$516.00,14.29%,71.43%
Millbrae,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,50.00%,1.50,00:00:12,0,$0.00,0.00%,0.00%
Millbrae,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,5,0,5,0.00%,25.40,00:08:46,2,$516.00,40.00%,160.00%
Millbrae,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,2,2,2,0.00%,4.50,00:02:08,0,$0.00,0.00%,0.00%
Murrieta,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,17,64.71%,1.76,00:03:07,0,$0.00,0.00%,0.00%
Murrieta,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,0.00%,4.00,00:02:43,0,$0.00,0.00%,0.00%
Murrieta,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Murrieta,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,6,10,80.00%,1.50,00:04:42,0,$0.00,0.00%,0.00%
Tracy,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,14,50.00%,5.43,00:01:41,1,$9.49,7.14%,50.00%
Tracy,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,3,3,3,33.33%,10.00,00:02:37,0,$0.00,0.00%,66.67%
Tracy,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,1,1,0.00%,20.00,00:10:42,1,$9.49,100.00%,500.00%
Tracy,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,10,9,11,63.64%,3.18,00:00:50,0,$0.00,0.00%,9.09%
Union City,"Sep 1, 2017 - Sep 30, 2017",All Users,13,11,13,30.77%,5.23,00:02:56,0,$0.00,0.00%,30.77%
Union City,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,8.00,00:06:07,0,$0.00,0.00%,0.00%
Union City,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,0,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Union City,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,3,3,3,0.00%,9.33,00:04:09,0,$0.00,0.00%,33.33%
Stamford,"Sep 1, 2017 - Sep 30, 2017",All Users,13,10,20,30.00%,4.35,00:04:31,2,$248.00,10.00%,35.00%
Stamford,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,4,3,4,50.00%,1.75,00:00:52,0,$0.00,0.00%,0.00%
Stamford,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,2,1,4,0.00%,8.25,00:09:03,2,$248.00,50.00%,150.00%
Stamford,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,5,5,7,42.86%,2.71,00:02:34,0,$0.00,0.00%,0.00%
Bloomington,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,18,44.44%,2.50,00:01:54,0,$0.00,0.00%,5.56%
Bloomington,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Bloomington,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Bloomington,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,7,6,9,55.56%,3.00,00:02:14,0,$0.00,0.00%,11.11%
Sterling Heights,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,16,75.00%,2.25,00:02:41,0,$0.00,0.00%,6.25%
Sterling Heights,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Sterling Heights,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Sterling Heights,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,12,11,15,80.00%,1.33,00:00:22,0,$0.00,0.00%,0.00%
Columbia,"Sep 1, 2017 - Sep 30, 2017",All Users,13,13,14,42.86%,3.07,00:00:54,0,$0.00,0.00%,7.14%
Columbia,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Columbia,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Columbia,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,2,2,2,50.00%,1.50,00:00:05,0,$0.00,0.00%,0.00%
Hoboken,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,14,21.43%,7.07,00:03:50,2,$243.70,14.29%,64.29%
Hoboken,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,4,4,4,25.00%,4.50,00:01:37,0,$0.00,0.00%,0.00%
Hoboken,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,2,1,2,0.00%,17.00,00:07:47,2,$243.70,100.00%,350.00%
Hoboken,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,7,7,8,25.00%,3.62,00:03:05,0,$0.00,0.00%,0.00%
Albany,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,15,40.00%,4.27,00:01:57,1,$15.96,6.67%,53.33%
Albany,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,0.00%,9.50,00:05:06,1,$15.96,50.00%,250.00%
Albany,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,1,1,0.00%,17.00,00:10:05,1,$15.96,100.00%,500.00%
Albany,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,7,6,8,50.00%,2.00,00:00:34,0,$0.00,0.00%,0.00%
Saratoga Springs,"Sep 1, 2017 - Sep 30, 2017",All Users,13,10,16,50.00%,3.00,00:00:40,1,$24.99,6.25%,25.00%
Saratoga Springs,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,2.00,00:00:04,0,$0.00,0.00%,0.00%
Saratoga Springs,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,0,3,0.00%,8.00,00:02:28,1,$24.99,33.33%,133.33%
Saratoga Springs,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,10,8,10,60.00%,2.00,00:00:19,0,$0.00,0.00%,0.00%
Yonkers,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,16,56.25%,2.81,00:01:28,0,$0.00,0.00%,6.25%
Yonkers,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Yonkers,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Yonkers,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,10,9,13,61.54%,1.46,00:01:09,0,$0.00,0.00%,0.00%
Eugene,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,15,53.33%,4.27,00:03:32,2,$93.36,13.33%,60.00%
Eugene,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Eugene,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,2,2,2,0.00%,19.00,00:23:39,2,$93.36,100.00%,450.00%
Eugene,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,8,7,10,70.00%,1.60,00:00:28,0,$0.00,0.00%,0.00%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",All Users,13,13,15,73.33%,2.53,00:01:03,0,$0.00,0.00%,6.67%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,50.00%,3.00,00:02:45,0,$0.00,0.00%,0.00%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Lancaster,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,11,11,13,84.62%,1.38,00:00:30,0,$0.00,0.00%,0.00%
Murfreesboro,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,15,73.33%,2.60,00:00:20,0,$0.00,0.00%,6.67%
Murfreesboro,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Murfreesboro,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Murfreesboro,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,10,9,11,72.73%,2.91,00:00:22,0,$0.00,0.00%,9.09%
Grand Prairie,"Sep 1, 2017 - Sep 30, 2017",All Users,13,13,15,46.67%,2.60,00:05:26,0,$0.00,0.00%,0.00%
Grand Prairie,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,6.00,00:05:43,0,$0.00,0.00%,0.00%
Grand Prairie,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Grand Prairie,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,8,8,9,55.56%,2.00,00:03:44,0,$0.00,0.00%,0.00%
League City,"Sep 1, 2017 - Sep 30, 2017",All Users,13,13,16,62.50%,2.50,00:00:29,0,$0.00,0.00%,0.00%
League City,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,0.00%,9.00,00:04:31,0,$0.00,0.00%,0.00%
League City,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
League City,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,11,11,14,71.43%,2.07,00:00:27,0,$0.00,0.00%,0.00%
Spokane,"Sep 1, 2017 - Sep 30, 2017",All Users,13,12,18,61.11%,2.17,00:00:25,0,$0.00,0.00%,5.56%
Spokane,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Spokane,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Spokane,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,7,7,9,88.89%,1.11,00:00:05,0,$0.00,0.00%,0.00%
Tuckahoe,"Sep 1, 2017 - Sep 30, 2017",All Users,13,13,19,42.11%,3.16,00:04:44,0,$0.00,0.00%,5.26%
Tuckahoe,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Tuckahoe,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Tuckahoe,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,4,4,4,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Anchorage,"Sep 1, 2017 - Sep 30, 2017",All Users,12,11,13,38.46%,4.38,00:02:51,0,$0.00,0.00%,7.69%
Anchorage,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Anchorage,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,0,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Anchorage,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,5,5,5,60.00%,3.60,00:01:03,0,$0.00,0.00%,0.00%
Mobile,"Sep 1, 2017 - Sep 30, 2017",All Users,12,11,15,66.67%,2.53,00:00:52,0,$0.00,0.00%,0.00%
Mobile,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Mobile,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Mobile,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,6,8,87.50%,1.25,00:00:01,0,$0.00,0.00%,0.00%
Gilbert,"Sep 1, 2017 - Sep 30, 2017",All Users,12,8,15,66.67%,2.60,00:00:47,0,$0.00,0.00%,6.67%
Gilbert,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,4,2,7,42.86%,2.57,00:00:48,0,$0.00,0.00%,0.00%
Gilbert,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Gilbert,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,3,6,83.33%,3.17,00:01:02,0,$0.00,0.00%,16.67%
Antioch,"Sep 1, 2017 - Sep 30, 2017",All Users,12,10,16,68.75%,3.31,00:04:07,0,$0.00,0.00%,12.50%
Antioch,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Antioch,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Antioch,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,4,7,85.71%,3.29,00:00:36,0,$0.00,0.00%,14.29%
Brentwood,"Sep 1, 2017 - Sep 30, 2017",All Users,12,10,13,61.54%,2.77,00:02:16,0,$0.00,0.00%,0.00%
Brentwood,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Brentwood,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Brentwood,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,5,7,85.71%,1.57,00:00:12,0,$0.00,0.00%,0.00%
Costa Mesa,"Sep 1, 2017 - Sep 30, 2017",All Users,12,10,12,50.00%,5.75,00:02:01,0,$0.00,0.00%,41.67%
Costa Mesa,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Costa Mesa,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Costa Mesa,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,5,3,5,80.00%,3.60,00:00:46,0,$0.00,0.00%,20.00%
Oceanside,"Sep 1, 2017 - Sep 30, 2017",All Users,12,11,15,86.67%,1.27,00:00:08,0,$0.00,0.00%,0.00%
Oceanside,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Oceanside,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Oceanside,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,9,8,12,83.33%,1.33,00:00:10,0,$0.00,0.00%,0.00%
Hollywood,"Sep 1, 2017 - Sep 30, 2017",All Users,12,10,12,83.33%,1.33,00:00:08,0,$0.00,0.00%,0.00%
Hollywood,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Hollywood,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Hollywood,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,5,6,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Kissimmee,"Sep 1, 2017 - Sep 30, 2017",All Users,12,9,14,57.14%,3.00,00:01:33,1,$16.99,7.14%,28.57%
Kissimmee,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Kissimmee,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,0,1,0.00%,13.00,00:17:20,1,$16.99,100.00%,400.00%
Kissimmee,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,8,5,10,50.00%,3.70,00:02:09,1,$16.99,10.00%,40.00%
Cumming,"Sep 1, 2017 - Sep 30, 2017",All Users,12,12,12,25.00%,2.42,00:00:23,0,$0.00,0.00%,0.00%
Cumming,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Cumming,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Cumming,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,5,5,5,40.00%,1.60,00:00:10,0,$0.00,0.00%,0.00%
Evanston,"Sep 1, 2017 - Sep 30, 2017",All Users,12,10,15,40.00%,4.20,00:01:34,0,$0.00,0.00%,26.67%
Evanston,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,3,2,4,25.00%,2.25,00:01:57,0,$0.00,0.00%,0.00%
Evanston,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Evanston,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,3,3,4,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
Lynn,"Sep 1, 2017 - Sep 30, 2017",All Users,12,10,14,42.86%,6.93,00:04:57,1,$34.99,7.14%,64.29%
Lynn,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,50.00%,2.50,00:00:29,0,$0.00,0.00%,0.00%
Lynn,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,1,1,2,0.00%,15.50,00:19:45,1,$34.99,50.00%,250.00%
Lynn,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,6,5,6,66.67%,3.00,00:00:33,0,$0.00,0.00%,0.00%
Gaithersburg,"Sep 1, 2017 - Sep 30, 2017",All Users,12,11,12,50.00%,2.67,00:00:39,0,$0.00,0.00%,0.00%
Gaithersburg,"Sep 1, 2017 - Sep 30, 2017",Direct Traffic,2,2,2,50.00%,3.50,00:00:55,0,$0.00,0.00%,0.00%
Gaithersburg,"Sep 1, 2017 - Sep 30, 2017",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Gaithersburg,"Sep 1, 2017 - Sep 30, 2017",Mobile and Tablet Traffic,8,7,8,50.00%,2.75,00:00:42,0,$0.00,0.00%,0.00%
