# ----------------------------------------
# 1 Master View
# Location
# 20171101-20171130
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
Chicago,"Nov 1, 2017 - Nov 30, 2017",All Users,735,596,"1,026",35.96%,5.35,00:02:33,58,"$12,286.64",5.65%,38.40%
Chicago,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,148,124,203,38.42%,5.83,00:02:51,22,"$3,875.67",10.84%,55.17%
Chicago,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,57,31,134,11.19%,10.63,00:05:48,58,"$12,286.64",43.28%,168.66%
Chicago,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,327,287,398,55.03%,2.92,00:01:07,3,$62.47,0.75%,7.29%
Seattle,"Nov 1, 2017 - Nov 30, 2017",All Users,582,459,874,30.09%,5.92,00:03:15,63,"$15,393.22",7.21%,39.47%
Seattle,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,102,90,126,37.30%,4.33,00:02:32,4,"$1,501.99",3.17%,25.40%
Seattle,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,67,36,164,11.59%,11.18,00:07:08,63,"$15,393.22",38.41%,126.22%
Seattle,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,168,155,236,46.61%,4.03,00:02:23,3,"$1,196.48",1.27%,13.14%
Palo Alto,"Nov 1, 2017 - Nov 30, 2017",All Users,435,248,715,19.30%,6.79,00:04:03,81,"$19,723.92",11.33%,56.22%
Palo Alto,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,77,59,93,31.18%,5.80,00:02:01,7,"$1,877.00",7.53%,40.86%
Palo Alto,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,106,43,247,11.34%,8.53,00:05:58,81,"$19,723.92",32.79%,103.64%
Palo Alto,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,35,30,37,51.35%,3.08,00:01:34,0,$0.00,0.00%,8.11%
Santa Clara,"Nov 1, 2017 - Nov 30, 2017",All Users,418,298,590,19.32%,7.18,00:04:02,46,"$11,160.47",7.80%,52.88%
Santa Clara,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,74,63,87,34.48%,4.87,00:02:20,1,$79.00,1.15%,18.39%
Santa Clara,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,51,24,115,5.22%,11.85,00:08:38,46,"$11,160.47",40.00%,141.74%
Santa Clara,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,64,58,70,37.14%,4.19,00:02:19,0,$0.00,0.00%,8.57%
Austin,"Nov 1, 2017 - Nov 30, 2017",All Users,342,261,554,22.56%,6.91,00:03:58,34,"$6,970.65",6.14%,44.95%
Austin,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,48,39,67,28.36%,6.09,00:05:00,2,$147.50,2.99%,40.30%
Austin,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,36,17,105,11.43%,11.59,00:06:40,34,"$6,970.65",32.38%,121.90%
Austin,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,81,73,109,45.87%,3.39,00:02:07,2,$34.95,1.83%,13.76%
Kirkland,"Nov 1, 2017 - Nov 30, 2017",All Users,293,191,494,22.87%,6.66,00:03:35,40,"$11,425.81",8.10%,51.82%
Kirkland,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,60,47,79,34.18%,4.54,00:01:19,2,"$1,890.00",2.53%,20.25%
Kirkland,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,50,23,135,10.37%,8.90,00:05:57,40,"$11,425.81",29.63%,108.15%
Kirkland,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,21,19,23,43.48%,3.52,00:00:39,0,$0.00,0.00%,8.70%
San Diego,"Nov 1, 2017 - Nov 30, 2017",All Users,271,226,338,33.73%,5.49,00:02:49,8,"$3,241.38",2.37%,26.63%
San Diego,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,41,37,53,41.51%,6.43,00:02:42,2,$657.38,3.77%,22.64%
San Diego,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,9,3,26,26.92%,10.50,00:04:48,8,"$3,241.38",30.77%,96.15%
San Diego,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,120,98,141,43.26%,4.54,00:02:14,1,$624.38,0.71%,10.64%
Washington,"Nov 1, 2017 - Nov 30, 2017",All Users,269,229,358,47.21%,4.35,00:02:19,13,"$1,697.92",3.63%,24.58%
Washington,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,57,47,73,50.68%,3.62,00:02:28,3,$620.75,4.11%,24.66%
Washington,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,15,12,25,8.00%,12.00,00:08:02,13,"$1,697.92",52.00%,172.00%
Washington,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,125,110,145,64.83%,2.81,00:01:16,3,$60.88,2.07%,9.66%
San Bruno,"Nov 1, 2017 - Nov 30, 2017",All Users,260,192,352,23.30%,6.53,00:03:18,29,"$6,366.05",8.24%,45.45%
San Bruno,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,29,28,37,48.65%,3.97,00:02:19,1,$119.00,2.70%,27.03%
San Bruno,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,35,16,79,7.59%,12.87,00:07:35,29,"$6,366.05",36.71%,131.65%
San Bruno,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,16,10,18,50.00%,2.72,00:00:52,0,$0.00,0.00%,0.00%
Atlanta,"Nov 1, 2017 - Nov 30, 2017",All Users,257,211,304,39.47%,4.07,00:01:56,9,$973.25,2.96%,22.04%
Atlanta,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,38,32,47,51.06%,3.77,00:02:56,2,$55.16,4.26%,27.66%
Atlanta,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,12,7,23,8.70%,10.48,00:06:56,9,$973.25,39.13%,156.52%
Atlanta,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,161,142,172,55.81%,2.76,00:01:28,1,$15.00,0.58%,7.56%
Dallas,"Nov 1, 2017 - Nov 30, 2017",All Users,249,214,300,43.67%,4.13,00:01:31,2,$429.98,0.67%,14.67%
Dallas,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,44,39,55,49.09%,4.13,00:01:26,0,$0.00,0.00%,16.36%
Dallas,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,4,2,8,12.50%,12.25,00:04:23,2,$429.98,25.00%,87.50%
Dallas,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,169,147,198,52.53%,3.36,00:01:07,0,$0.00,0.00%,9.60%
Houston,"Nov 1, 2017 - Nov 30, 2017",All Users,235,214,262,44.66%,4.03,00:01:42,2,$248.99,0.76%,12.60%
Houston,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,35,35,41,58.54%,3.27,00:01:24,0,$0.00,0.00%,4.88%
Houston,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,2,1,3,33.33%,22.33,00:14:30,2,$248.99,66.67%,200.00%
Houston,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,139,126,154,50.00%,3.34,00:01:50,1,$10.99,0.65%,5.19%
Cambridge,"Nov 1, 2017 - Nov 30, 2017",All Users,208,144,336,23.81%,6.20,00:02:55,21,"$5,018.32",6.25%,45.83%
Cambridge,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,35,32,40,42.50%,4.30,00:01:30,1,$149.50,2.50%,27.50%
Cambridge,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,28,14,60,3.33%,10.03,00:04:51,21,"$5,018.32",35.00%,133.33%
Cambridge,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,12,8,15,60.00%,2.80,00:00:34,0,$0.00,0.00%,6.67%
Irvine,"Nov 1, 2017 - Nov 30, 2017",All Users,200,154,321,24.61%,7.77,00:04:44,19,"$5,371.73",5.92%,47.66%
Irvine,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,43,40,66,30.30%,6.05,00:04:19,3,"$2,920.60",4.55%,39.39%
Irvine,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,22,15,58,8.62%,16.81,00:12:06,19,"$5,371.73",32.76%,131.03%
Irvine,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,47,38,57,38.60%,4.33,00:01:47,0,$0.00,0.00%,14.04%
Ann Arbor,"Nov 1, 2017 - Nov 30, 2017",All Users,190,145,314,26.11%,5.89,00:03:02,16,"$2,854.28",5.10%,35.99%
Ann Arbor,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,23,21,25,40.00%,3.64,00:01:01,0,$0.00,0.00%,8.00%
Ann Arbor,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,17,8,79,6.33%,8.28,00:05:44,16,"$2,854.28",20.25%,77.22%
Ann Arbor,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,55,47,66,43.94%,4.30,00:01:46,0,$0.00,0.00%,9.09%
Philadelphia,"Nov 1, 2017 - Nov 30, 2017",All Users,185,165,212,40.57%,4.24,00:02:32,3,$239.17,1.42%,19.34%
Philadelphia,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,27,23,30,40.00%,4.87,00:03:33,1,$62.25,3.33%,13.33%
Philadelphia,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,4,1,6,0.00%,17.17,00:09:34,3,$239.17,50.00%,133.33%
Philadelphia,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,92,79,107,46.73%,3.50,00:02:01,2,$77.48,1.87%,10.28%
Boston,"Nov 1, 2017 - Nov 30, 2017",All Users,175,147,222,44.14%,4.03,00:02:12,5,$596.99,2.25%,20.27%
Boston,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,29,26,33,45.45%,3.82,00:03:05,0,$0.00,0.00%,9.09%
Boston,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,7,3,12,8.33%,10.00,00:04:30,5,$596.99,41.67%,158.33%
Boston,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,82,73,105,56.19%,3.04,00:01:56,1,$21.99,0.95%,6.67%
Pittsburgh,"Nov 1, 2017 - Nov 30, 2017",All Users,175,138,247,26.72%,5.38,00:02:46,16,"$2,568.86",6.48%,34.82%
Pittsburgh,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,32,29,35,34.29%,2.89,00:01:42,0,$0.00,0.00%,5.71%
Pittsburgh,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,18,10,37,8.11%,11.22,00:07:53,16,"$2,568.86",43.24%,145.95%
Pittsburgh,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,23,22,24,45.83%,3.25,00:01:07,0,$0.00,0.00%,8.33%
Milpitas,"Nov 1, 2017 - Nov 30, 2017",All Users,170,124,224,17.86%,7.42,00:04:09,16,"$4,217.60",7.14%,57.59%
Milpitas,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,26,24,32,50.00%,5.41,00:01:47,0,$0.00,0.00%,21.88%
Milpitas,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,20,11,38,7.89%,12.45,00:12:01,16,"$4,217.60",42.11%,165.79%
Milpitas,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,26,24,27,18.52%,4.70,00:02:18,0,$0.00,0.00%,11.11%
Fremont,"Nov 1, 2017 - Nov 30, 2017",All Users,169,118,238,21.43%,7.39,00:04:32,16,"$3,605.58",6.72%,57.14%
Fremont,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,26,26,30,36.67%,3.90,00:02:03,0,$0.00,0.00%,26.67%
Fremont,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,20,8,54,11.11%,10.09,00:08:49,16,"$3,605.58",29.63%,120.37%
Fremont,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,17,16,19,52.63%,4.05,00:00:53,0,$0.00,0.00%,15.79%
Phoenix,"Nov 1, 2017 - Nov 30, 2017",All Users,152,136,173,39.88%,4.13,00:02:18,4,$864.97,2.31%,18.50%
Phoenix,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,30,28,34,32.35%,5.03,00:02:24,0,$0.00,0.00%,26.47%
Phoenix,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,4,3,4,0.00%,16.25,00:12:42,4,$864.97,100.00%,300.00%
Phoenix,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,93,84,107,40.19%,3.96,00:02:32,0,$0.00,0.00%,12.15%
Oakland,"Nov 1, 2017 - Nov 30, 2017",All Users,152,117,223,26.91%,6.43,00:03:24,23,"$5,645.00",10.31%,54.71%
Oakland,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,24,23,29,37.93%,4.00,00:01:53,0,$0.00,0.00%,20.69%
Oakland,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,24,14,60,15.00%,8.25,00:05:39,23,"$5,645.00",38.33%,125.00%
Oakland,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,28,26,33,36.36%,6.33,00:02:29,0,$0.00,0.00%,12.12%
Cupertino,"Nov 1, 2017 - Nov 30, 2017",All Users,151,116,211,21.80%,7.82,00:04:16,18,"$4,202.35",8.53%,53.08%
Cupertino,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,30,28,33,36.36%,5.15,00:02:38,3,$645.00,9.09%,36.36%
Cupertino,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,20,12,43,4.65%,12.35,00:08:05,18,"$4,202.35",41.86%,137.21%
Cupertino,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,23,21,25,40.00%,6.52,00:04:43,0,$0.00,0.00%,20.00%
Charlotte,"Nov 1, 2017 - Nov 30, 2017",All Users,148,128,191,38.74%,5.39,00:03:05,3,$647.00,1.57%,23.56%
Charlotte,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,25,21,32,40.62%,3.44,00:02:29,0,$0.00,0.00%,9.38%
Charlotte,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,5,2,21,9.52%,8.52,00:03:35,3,$647.00,14.29%,80.95%
Charlotte,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,84,75,94,47.87%,2.89,00:01:04,0,$0.00,0.00%,5.32%
Boulder,"Nov 1, 2017 - Nov 30, 2017",All Users,145,95,257,19.46%,5.80,00:02:34,26,"$5,697.36",10.12%,47.47%
Boulder,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,19,16,23,30.43%,3.30,00:00:50,0,$0.00,0.00%,4.35%
Boulder,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,28,16,78,10.26%,8.03,00:04:29,26,"$5,697.36",33.33%,105.13%
Boulder,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,12,10,14,42.86%,3.50,00:00:57,0,$0.00,0.00%,7.14%
Denver,"Nov 1, 2017 - Nov 30, 2017",All Users,132,100,158,35.44%,4.58,00:02:50,5,"$1,099.75",3.16%,28.48%
Denver,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,25,20,27,44.44%,2.33,00:00:42,0,$0.00,0.00%,0.00%
Denver,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,6,1,11,0.00%,10.36,00:05:39,5,"$1,099.75",45.45%,154.55%
Denver,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,55,47,61,45.90%,3.79,00:02:37,0,$0.00,0.00%,8.20%
San Mateo,"Nov 1, 2017 - Nov 30, 2017",All Users,125,91,192,23.44%,6.48,00:03:11,16,"$3,926.19",8.33%,47.40%
San Mateo,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,21,18,23,43.48%,4.83,00:01:41,0,$0.00,0.00%,8.70%
San Mateo,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,23,15,58,24.14%,7.24,00:04:55,16,"$3,926.19",27.59%,87.93%
San Mateo,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,22,19,25,40.00%,5.84,00:01:56,0,$0.00,0.00%,20.00%
Nashville,"Nov 1, 2017 - Nov 30, 2017",All Users,120,96,158,39.87%,5.39,00:03:26,5,$926.89,3.16%,28.48%
Nashville,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,16,12,19,31.58%,4.11,00:01:33,1,$363.90,5.26%,31.58%
Nashville,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,6,3,20,5.00%,9.25,00:10:51,5,$926.89,25.00%,125.00%
Nashville,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,78,66,85,51.76%,3.02,00:01:17,0,$0.00,0.00%,4.71%
Redwood City,"Nov 1, 2017 - Nov 30, 2017",All Users,115,81,147,24.49%,6.12,00:03:30,14,"$2,243.15",9.52%,48.98%
Redwood City,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,23,21,24,62.50%,3.83,00:02:37,2,$77.15,8.33%,33.33%
Redwood City,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,20,7,36,8.33%,9.75,00:06:42,14,"$2,243.15",38.89%,125.00%
Redwood City,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,14,11,15,53.33%,2.20,00:00:52,0,$0.00,0.00%,0.00%
Orlando,"Nov 1, 2017 - Nov 30, 2017",All Users,115,99,136,45.59%,3.95,00:01:52,1,$149.00,0.74%,13.24%
Orlando,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,15,15,18,22.22%,6.56,00:02:30,0,$0.00,0.00%,22.22%
Orlando,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,3,0,3,0.00%,5.67,00:05:53,1,$149.00,33.33%,100.00%
Orlando,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,80,68,100,55.00%,3.49,00:01:29,0,$0.00,0.00%,7.00%
Jersey City,"Nov 1, 2017 - Nov 30, 2017",All Users,114,83,166,27.71%,6.68,00:04:39,18,"$3,507.58",10.84%,57.83%
Jersey City,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,23,18,28,39.29%,4.57,00:03:09,0,$0.00,0.00%,21.43%
Jersey City,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,21,12,44,9.09%,12.57,00:10:31,18,"$3,507.58",40.91%,150.00%
Jersey City,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,29,24,32,56.25%,2.78,00:01:32,0,$0.00,0.00%,3.12%
San Antonio,"Nov 1, 2017 - Nov 30, 2017",All Users,108,95,125,35.20%,4.36,00:02:11,2,$736.00,1.60%,24.00%
San Antonio,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,16,13,16,37.50%,3.44,00:02:09,0,$0.00,0.00%,0.00%
San Antonio,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,3,2,5,0.00%,10.80,00:05:29,2,$736.00,40.00%,200.00%
San Antonio,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,58,50,62,41.94%,3.19,00:01:20,0,$0.00,0.00%,6.45%
Redmond,"Nov 1, 2017 - Nov 30, 2017",All Users,104,93,121,42.15%,4.63,00:02:51,7,"$1,620.95",5.79%,33.88%
Redmond,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,20,20,21,57.14%,3.29,00:00:46,0,$0.00,0.00%,14.29%
Redmond,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,9,6,14,0.00%,13.43,00:09:27,7,"$1,620.95",50.00%,185.71%
Redmond,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,17,17,18,50.00%,2.22,00:00:40,0,$0.00,0.00%,0.00%
Columbus,"Nov 1, 2017 - Nov 30, 2017",All Users,101,95,133,43.61%,5.41,00:02:41,4,$660.95,3.01%,21.05%
Columbus,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,13,11,26,30.77%,10.50,00:04:30,1,$59.24,3.85%,50.00%
Columbus,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,5,3,7,14.29%,28.14,00:11:30,4,$660.95,57.14%,185.71%
Columbus,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,53,49,67,52.24%,3.94,00:02:18,0,$0.00,0.00%,10.45%
Portland,"Nov 1, 2017 - Nov 30, 2017",All Users,99,78,126,36.51%,5.76,00:02:34,6,"$2,345.36",4.76%,32.54%
Portland,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,16,13,19,52.63%,7.32,00:01:52,0,$0.00,0.00%,21.05%
Portland,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,7,3,10,10.00%,13.90,00:07:12,6,"$2,345.36",60.00%,190.00%
Portland,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,28,22,36,61.11%,3.42,00:00:53,0,$0.00,0.00%,2.78%
Miami,"Nov 1, 2017 - Nov 30, 2017",All Users,98,88,110,39.09%,4.17,00:01:55,3,"$2,076.57",2.73%,20.00%
Miami,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,18,17,21,33.33%,5.57,00:02:50,2,"$1,977.57",9.52%,57.14%
Miami,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,2,1,4,0.00%,17.00,00:15:28,3,"$2,076.57",75.00%,275.00%
Miami,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,71,65,77,48.05%,3.38,00:01:10,0,$0.00,0.00%,5.19%
Detroit,"Nov 1, 2017 - Nov 30, 2017",All Users,93,80,99,55.56%,4.14,00:01:32,0,$0.00,0.00%,16.16%
Detroit,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,23,18,24,58.33%,3.25,00:00:50,0,$0.00,0.00%,4.17%
Detroit,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,1,1,1,0.00%,5.00,00:00:58,0,$0.00,0.00%,0.00%
Detroit,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,74,63,79,58.23%,3.33,00:01:11,0,$0.00,0.00%,5.06%
Tampa,"Nov 1, 2017 - Nov 30, 2017",All Users,92,78,105,42.86%,5.76,00:03:47,1,$126.39,0.95%,25.71%
Tampa,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,21,19,21,38.10%,4.43,00:02:50,0,$0.00,0.00%,33.33%
Tampa,"Nov 1, 2017 - Nov 30, 2017",Made a Purchase,2,0,3,33.33%,12.33,00:09:31,1,$126.39,33.33%,166.67%
Tampa,"Nov 1, 2017 - Nov 30, 2017",Mobile and Tablet Traffic,47,40,56,55.36%,3.04,00:02:07,0,$0.00,0.00%,12.50%
South San Francisco,"Nov 1, 2017 - Nov 30, 2017",All Users,87,64,145,22.07%,7.63,00:03:47,13,"$2,880.93",8.97%,57.93%
South San Francisco,"Nov 1, 2017 - Nov 30, 2017",Direct Traffic,16,14,16,43.75%,3.75,00:02:02,1,$119.00,6.25%,18.75%
