# ----------------------------------------
# 1 Master View
# Location
# 20180101-20180131
# ----------------------------------------

City,Date Range,Segment,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Transactions,Revenue,Ecommerce Conversion Rate,Goal Conversion Rate
(not set),"Jan 1, 2018 - Jan 31, 2018",All Users,"1,205","1,136","1,263",73.48%,2.47,00:01:00,13,"$1,615.22",1.03%,10.69%
(not set),"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,700,691,719,93.46%,1.55,00:00:20,1,$298.88,0.14%,3.34%
(not set),"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,26,14,42,14.29%,9.93,00:06:31,13,"$1,615.22",30.95%,142.86%
(not set),"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,521,502,552,81.70%,2.08,00:00:38,0,$0.00,0.00%,5.98%
San Jose,"Jan 1, 2018 - Jan 31, 2018",All Users,848,593,"1,141",24.98%,5.96,00:03:18,88,"$16,824.37",7.71%,43.38%
San Jose,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,148,127,176,39.20%,4.16,00:02:10,5,$725.95,2.84%,23.30%
San Jose,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,102,45,206,11.65%,10.21,00:06:47,88,"$16,824.37",42.72%,138.35%
San Jose,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,240,212,282,42.91%,4.05,00:01:55,0,$0.00,0.00%,10.64%
Los Angeles,"Jan 1, 2018 - Jan 31, 2018",All Users,700,587,925,37.41%,4.95,00:02:26,41,"$8,054.03",4.43%,30.92%
Los Angeles,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,131,118,193,52.33%,3.50,00:02:19,4,$288.28,2.07%,20.21%
Los Angeles,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,42,22,80,7.50%,13.39,00:09:09,41,"$8,054.03",51.25%,183.75%
Los Angeles,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,331,302,392,48.47%,3.49,00:01:30,4,$270.14,1.02%,10.97%
Chicago,"Jan 1, 2018 - Jan 31, 2018",All Users,613,500,852,37.91%,5.21,00:02:57,44,"$9,380.82",5.16%,35.33%
Chicago,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,119,99,177,60.45%,3.73,00:02:47,5,"$1,215.86",2.82%,20.34%
Chicago,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,49,24,106,10.38%,12.34,00:08:03,44,"$9,380.82",41.51%,153.77%
Chicago,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,266,229,330,58.48%,3.15,00:01:22,2,$221.96,0.61%,10.00%
Seattle,"Jan 1, 2018 - Jan 31, 2018",All Users,462,350,667,30.28%,5.74,00:03:17,42,"$7,330.29",6.30%,40.48%
Seattle,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,92,77,123,47.15%,4.79,00:02:43,5,"$1,130.00",4.07%,26.83%
Seattle,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,44,24,99,7.07%,9.83,00:06:24,42,"$7,330.29",42.42%,135.35%
Seattle,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,140,121,177,51.41%,3.81,00:01:51,0,$0.00,0.00%,9.60%
Palo Alto,"Jan 1, 2018 - Jan 31, 2018",All Users,401,205,658,18.54%,6.10,00:03:33,79,"$16,562.24",12.01%,52.43%
Palo Alto,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,63,46,76,32.89%,4.64,00:01:54,6,$759.99,7.89%,38.16%
Palo Alto,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,94,35,203,9.36%,8.65,00:05:53,79,"$16,562.24",38.92%,116.75%
Palo Alto,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,31,26,39,28.21%,4.77,00:02:41,1,$43.98,2.56%,23.08%
Houston,"Jan 1, 2018 - Jan 31, 2018",All Users,288,265,321,52.96%,3.44,00:01:43,4,$283.22,1.25%,13.40%
Houston,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,70,63,85,62.35%,2.26,00:01:33,1,$99.99,1.18%,7.06%
Houston,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,4,3,7,14.29%,13.86,00:08:51,4,$283.22,57.14%,228.57%
Houston,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,196,180,220,58.64%,2.91,00:01:42,2,$113.24,0.91%,7.73%
Santa Clara,"Jan 1, 2018 - Jan 31, 2018",All Users,281,204,375,27.47%,6.25,00:03:20,29,"$6,841.16",7.73%,45.33%
Santa Clara,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,54,46,68,41.18%,5.28,00:03:40,3,$191.57,4.41%,35.29%
Santa Clara,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,34,17,68,7.35%,10.96,00:06:44,29,"$6,841.16",42.65%,139.71%
Santa Clara,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,68,60,88,50.00%,3.62,00:03:25,0,$0.00,0.00%,13.64%
Austin,"Jan 1, 2018 - Jan 31, 2018",All Users,280,206,405,28.15%,5.47,00:03:04,31,"$5,025.56",7.65%,43.95%
Austin,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,51,38,58,43.10%,4.93,00:02:11,3,$547.99,5.17%,29.31%
Austin,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,35,20,74,14.86%,9.46,00:06:24,31,"$5,025.56",41.89%,129.73%
Austin,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,60,52,69,50.72%,3.35,00:01:04,0,$0.00,0.00%,14.49%
Dallas,"Jan 1, 2018 - Jan 31, 2018",All Users,238,206,281,51.25%,3.64,00:01:29,4,$733.38,1.42%,15.66%
Dallas,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,59,52,76,72.37%,2.08,00:00:52,0,$0.00,0.00%,7.89%
Dallas,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,5,3,8,12.50%,10.62,00:07:36,4,$733.38,50.00%,175.00%
Dallas,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,159,140,187,58.29%,3.13,00:01:10,0,$0.00,0.00%,8.02%
Kirkland,"Jan 1, 2018 - Jan 31, 2018",All Users,237,155,412,22.82%,6.87,00:03:45,43,"$7,995.63",10.44%,53.16%
Kirkland,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,30,21,33,27.27%,5.33,00:02:02,0,$0.00,0.00%,36.36%
Kirkland,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,47,27,104,14.42%,10.94,00:07:26,43,"$7,995.63",41.35%,133.65%
Kirkland,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,17,13,26,42.31%,4.73,00:02:03,0,$0.00,0.00%,19.23%
Atlanta,"Jan 1, 2018 - Jan 31, 2018",All Users,228,191,306,43.46%,4.22,00:01:57,8,"$2,866.81",2.61%,22.22%
Atlanta,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,55,49,73,63.01%,3.29,00:01:37,0,$0.00,0.00%,15.07%
Atlanta,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,13,2,30,20.00%,7.83,00:04:07,8,"$2,866.81",26.67%,90.00%
Atlanta,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,135,120,167,58.08%,3.21,00:01:09,0,$0.00,0.00%,8.38%
Washington,"Jan 1, 2018 - Jan 31, 2018",All Users,222,192,284,50.00%,3.88,00:02:29,8,"$2,063.80",2.82%,23.94%
Washington,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,74,64,93,61.29%,3.38,00:02:11,1,$95.80,1.08%,20.43%
Washington,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,10,2,27,11.11%,9.26,00:07:26,8,"$2,063.80",29.63%,125.93%
Washington,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,131,115,156,62.82%,2.83,00:01:45,0,$0.00,0.00%,7.05%
San Diego,"Jan 1, 2018 - Jan 31, 2018",All Users,192,162,244,30.74%,5.36,00:02:40,9,"$1,839.65",3.69%,32.38%
San Diego,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,30,25,44,38.64%,5.61,00:03:14,1,$417.66,2.27%,36.36%
San Diego,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,12,3,26,7.69%,10.08,00:06:46,9,"$1,839.65",34.62%,115.38%
San Diego,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,63,55,83,43.37%,4.34,00:01:38,1,$23.99,1.20%,21.69%
Redmond,"Jan 1, 2018 - Jan 31, 2018",All Users,173,161,189,43.92%,3.57,00:02:01,2,$674.00,1.06%,15.87%
Redmond,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,13,12,15,26.67%,7.07,00:03:53,0,$0.00,0.00%,53.33%
Redmond,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,3,0,5,20.00%,9.60,00:05:56,2,$674.00,40.00%,140.00%
Redmond,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,7,6,8,50.00%,3.00,00:01:12,0,$0.00,0.00%,12.50%
Boston,"Jan 1, 2018 - Jan 31, 2018",All Users,171,150,209,44.50%,5.10,00:02:20,5,$812.77,2.39%,21.05%
Boston,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,37,36,40,70.00%,2.05,00:00:29,0,$0.00,0.00%,2.50%
Boston,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,7,3,8,0.00%,17.00,00:18:00,5,$812.77,62.50%,187.50%
Boston,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,77,68,83,63.86%,4.67,00:02:02,1,$59.99,1.20%,13.25%
Cambridge,"Jan 1, 2018 - Jan 31, 2018",All Users,159,104,231,27.27%,6.04,00:03:06,21,"$5,040.32",9.09%,52.81%
Cambridge,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,19,14,28,42.86%,4.25,00:03:06,0,$0.00,0.00%,32.14%
Cambridge,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,23,9,42,16.67%,10.36,00:07:42,21,"$5,040.32",50.00%,164.29%
Cambridge,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,12,10,13,46.15%,4.54,00:02:46,0,$0.00,0.00%,15.38%
Fremont,"Jan 1, 2018 - Jan 31, 2018",All Users,156,116,206,20.87%,6.39,00:03:11,24,"$4,564.60",11.65%,57.28%
Fremont,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,18,16,20,35.00%,4.20,00:01:55,1,$149.00,5.00%,15.00%
Fremont,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,30,22,59,8.47%,9.29,00:05:36,24,"$4,564.60",40.68%,140.68%
Fremont,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,27,23,30,40.00%,4.53,00:02:04,0,$0.00,0.00%,13.33%
Philadelphia,"Jan 1, 2018 - Jan 31, 2018",All Users,151,135,174,52.87%,2.94,00:02:23,1,$99.00,0.57%,8.05%
Philadelphia,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,41,39,51,72.55%,1.63,00:00:48,0,$0.00,0.00%,0.00%
Philadelphia,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,2,1,3,33.33%,7.33,00:06:09,1,$99.00,33.33%,133.33%
Philadelphia,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,91,82,105,59.05%,2.27,00:01:35,0,$0.00,0.00%,0.95%
San Bruno,"Jan 1, 2018 - Jan 31, 2018",All Users,146,92,204,19.61%,7.18,00:03:21,18,"$3,632.10",8.82%,58.82%
San Bruno,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,29,25,32,28.12%,5.94,00:02:40,2,$23.58,6.25%,59.38%
San Bruno,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,21,8,49,8.16%,10.76,00:06:37,18,"$3,632.10",36.73%,136.73%
San Bruno,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,8,5,10,70.00%,3.40,00:01:15,0,$0.00,0.00%,10.00%
San Antonio,"Jan 1, 2018 - Jan 31, 2018",All Users,139,122,202,45.05%,4.00,00:01:32,2,$87.96,0.99%,15.35%
San Antonio,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,30,27,43,69.77%,3.26,00:01:18,0,$0.00,0.00%,20.93%
San Antonio,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,3,2,9,22.22%,6.22,00:02:04,2,$87.96,22.22%,88.89%
San Antonio,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,82,70,113,55.75%,3.40,00:01:32,1,$21.99,0.88%,9.73%
Charlotte,"Jan 1, 2018 - Jan 31, 2018",All Users,137,122,186,46.77%,4.09,00:02:37,6,$589.95,3.23%,20.97%
Charlotte,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,52,45,79,59.49%,2.99,00:02:10,1,$24.98,1.27%,10.13%
Charlotte,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,7,3,15,6.67%,11.00,00:04:36,6,$589.95,40.00%,140.00%
Charlotte,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,96,88,127,62.20%,2.96,00:02:18,1,$24.98,0.79%,10.24%
Ann Arbor,"Jan 1, 2018 - Jan 31, 2018",All Users,132,96,249,23.69%,5.61,00:03:09,10,"$1,367.82",4.02%,36.55%
Ann Arbor,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,16,14,18,22.22%,5.61,00:03:15,0,$0.00,0.00%,50.00%
Ann Arbor,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,11,8,24,0.00%,11.25,00:06:50,10,"$1,367.82",41.67%,133.33%
Ann Arbor,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,20,18,20,30.00%,3.95,00:00:58,0,$0.00,0.00%,15.00%
Phoenix,"Jan 1, 2018 - Jan 31, 2018",All Users,129,119,155,48.39%,3.52,00:01:58,2,$170.99,1.29%,12.26%
Phoenix,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,27,26,33,69.70%,1.97,00:00:26,0,$0.00,0.00%,0.00%
Phoenix,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,2,1,4,0.00%,11.50,00:10:07,2,$170.99,50.00%,100.00%
Phoenix,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,63,58,72,54.17%,2.96,00:01:27,0,$0.00,0.00%,4.17%
Pittsburgh,"Jan 1, 2018 - Jan 31, 2018",All Users,126,91,194,24.74%,7.07,00:04:14,15,"$3,955.72",7.73%,55.15%
Pittsburgh,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,29,27,37,27.03%,4.49,00:02:04,1,$179.40,2.70%,21.62%
Pittsburgh,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,17,9,45,4.44%,11.24,00:07:09,15,"$3,955.72",33.33%,124.44%
Pittsburgh,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,25,23,37,51.35%,2.78,00:00:43,0,$0.00,0.00%,2.70%
Milpitas,"Jan 1, 2018 - Jan 31, 2018",All Users,122,79,165,19.39%,6.32,00:03:06,19,"$3,451.74",11.52%,48.48%
Milpitas,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,15,12,17,29.41%,4.76,00:03:21,1,$149.00,5.88%,23.53%
Milpitas,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,22,8,44,4.55%,8.80,00:05:23,19,"$3,451.74",43.18%,118.18%
Milpitas,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,18,15,20,35.00%,4.40,00:01:38,0,$0.00,0.00%,10.00%
Cupertino,"Jan 1, 2018 - Jan 31, 2018",All Users,121,84,181,27.62%,5.53,00:02:54,16,"$3,604.99",8.84%,46.96%
Cupertino,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,23,21,26,65.38%,2.96,00:01:43,0,$0.00,0.00%,19.23%
Cupertino,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,19,9,51,11.76%,6.76,00:04:26,16,"$3,604.99",31.37%,90.20%
Cupertino,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,25,22,27,44.44%,4.19,00:02:01,0,$0.00,0.00%,7.41%
Orlando,"Jan 1, 2018 - Jan 31, 2018",All Users,121,111,136,51.47%,3.55,00:01:54,0,$0.00,0.00%,8.82%
Orlando,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,36,31,37,56.76%,2.95,00:01:43,0,$0.00,0.00%,2.70%
Orlando,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Orlando,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,83,74,92,59.78%,2.99,00:01:50,0,$0.00,0.00%,6.52%
Irvine,"Jan 1, 2018 - Jan 31, 2018",All Users,118,80,164,30.49%,5.69,00:03:06,14,"$2,185.39",8.54%,37.80%
Irvine,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,21,17,32,46.88%,3.47,00:01:16,1,$65.97,3.12%,21.88%
Irvine,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,13,6,29,10.34%,10.38,00:07:57,14,"$2,185.39",48.28%,120.69%
Irvine,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,27,23,31,51.61%,3.97,00:03:02,0,$0.00,0.00%,9.68%
Boulder,"Jan 1, 2018 - Jan 31, 2018",All Users,118,78,182,14.84%,6.59,00:03:31,20,"$3,844.64",10.99%,51.65%
Boulder,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,25,22,30,26.67%,4.50,00:01:06,1,$237.00,3.33%,20.00%
Boulder,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,21,8,51,1.96%,10.16,00:06:51,20,"$3,844.64",39.22%,113.73%
Boulder,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,2,2,3,66.67%,2.33,00:01:41,0,$0.00,0.00%,0.00%
San Mateo,"Jan 1, 2018 - Jan 31, 2018",All Users,111,74,157,26.11%,6.96,00:03:50,18,"$3,942.18",11.46%,63.06%
San Mateo,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,21,19,22,54.55%,5.91,00:02:01,1,$35.18,4.55%,36.36%
San Mateo,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,22,11,45,11.11%,9.42,00:06:55,18,"$3,942.18",40.00%,126.67%
San Mateo,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,18,16,19,52.63%,3.32,00:02:03,0,$0.00,0.00%,5.26%
McAllen,"Jan 1, 2018 - Jan 31, 2018",All Users,111,109,111,27.93%,2.13,00:00:33,0,$0.00,0.00%,0.00%
McAllen,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,9,8,9,55.56%,1.78,00:00:29,0,$0.00,0.00%,0.00%
McAllen,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
McAllen,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,2,1,2,50.00%,1.50,00:00:06,0,$0.00,0.00%,0.00%
Oakland,"Jan 1, 2018 - Jan 31, 2018",All Users,109,74,146,19.86%,6.89,00:03:40,18,"$4,927.57",12.33%,63.01%
Oakland,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,9,9,10,40.00%,3.70,00:01:46,2,$497.00,20.00%,40.00%
Oakland,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,19,9,33,9.09%,13.18,00:08:10,18,"$4,927.57",54.55%,184.85%
Oakland,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,17,14,17,41.18%,2.29,00:00:50,0,$0.00,0.00%,0.00%
Miami,"Jan 1, 2018 - Jan 31, 2018",All Users,105,85,141,53.19%,3.79,00:01:26,5,"$1,032.44",3.55%,24.82%
Miami,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,26,18,45,64.44%,2.71,00:00:59,0,$0.00,0.00%,6.67%
Miami,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,5,2,15,6.67%,12.60,00:06:15,5,"$1,032.44",33.33%,153.33%
Miami,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,79,63,101,63.37%,2.74,00:00:41,1,$12.75,0.99%,10.89%
Nashville,"Jan 1, 2018 - Jan 31, 2018",All Users,102,91,119,48.74%,3.38,00:01:15,3,$167.98,2.52%,13.45%
Nashville,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,27,25,32,65.62%,2.84,00:01:09,2,$150.39,6.25%,18.75%
Nashville,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,2,1,5,20.00%,8.40,00:06:32,3,$167.98,60.00%,180.00%
Nashville,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,66,61,73,58.90%,2.60,00:00:45,0,$0.00,0.00%,4.11%
Denver,"Jan 1, 2018 - Jan 31, 2018",All Users,99,92,108,50.93%,3.78,00:02:18,4,"$1,074.17",3.70%,22.22%
Denver,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,19,18,20,55.00%,2.15,00:01:51,0,$0.00,0.00%,0.00%
Denver,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,4,2,5,0.00%,13.60,00:07:50,4,"$1,074.17",80.00%,200.00%
Denver,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,41,40,42,76.19%,2.79,00:02:25,0,$0.00,0.00%,7.14%
Redwood City,"Jan 1, 2018 - Jan 31, 2018",All Users,96,65,124,20.97%,6.41,00:03:51,18,"$3,333.98",14.52%,57.26%
Redwood City,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,18,15,19,15.79%,3.68,00:00:58,0,$0.00,0.00%,5.26%
Redwood City,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,20,10,34,5.88%,10.00,00:07:46,18,"$3,333.98",52.94%,152.94%
Redwood City,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,13,10,14,35.71%,4.07,00:04:26,0,$0.00,0.00%,14.29%
Portland,"Jan 1, 2018 - Jan 31, 2018",All Users,90,79,110,54.55%,3.75,00:01:38,5,"$1,049.00",4.55%,20.91%
Portland,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,27,25,29,72.41%,2.41,00:00:34,0,$0.00,0.00%,6.90%
Portland,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,6,3,17,35.29%,6.29,00:04:45,5,"$1,049.00",29.41%,88.24%
Portland,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,39,38,43,58.14%,2.77,00:00:56,0,$0.00,0.00%,6.98%
Detroit,"Jan 1, 2018 - Jan 31, 2018",All Users,88,76,103,58.25%,3.29,00:01:36,1,$635.00,0.97%,15.53%
Detroit,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,16,13,17,76.47%,2.65,00:02:02,0,$0.00,0.00%,11.76%
Detroit,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,1,1,2,0.00%,12.50,00:13:35,1,$635.00,50.00%,200.00%
Detroit,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,70,60,80,62.50%,2.76,00:01:06,0,$0.00,0.00%,3.75%
Jersey City,"Jan 1, 2018 - Jan 31, 2018",All Users,77,61,108,24.07%,6.12,00:03:33,14,"$2,228.03",12.96%,53.70%
Jersey City,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,16,12,22,31.82%,4.86,00:03:48,0,$0.00,0.00%,31.82%
Jersey City,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,10,6,23,4.35%,10.61,00:09:16,14,"$2,228.03",60.87%,165.22%
Jersey City,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,31,26,32,40.62%,4.03,00:01:09,1,$237.00,3.12%,12.50%
Indianapolis,"Jan 1, 2018 - Jan 31, 2018",All Users,75,68,92,56.52%,3.05,00:01:30,0,$0.00,0.00%,9.78%
Indianapolis,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,26,23,34,61.76%,2.29,00:00:23,0,$0.00,0.00%,2.94%
Indianapolis,"Jan 1, 2018 - Jan 31, 2018",Made a Purchase,0,0,0,0.00%,0.00,00:00:00,0,$0.00,0.00%,0.00%
Indianapolis,"Jan 1, 2018 - Jan 31, 2018",Mobile and Tablet Traffic,50,43,62,58.06%,2.60,00:01:14,0,$0.00,0.00%,3.23%
Coffeyville,"Jan 1, 2018 - Jan 31, 2018",All Users,70,70,70,82.86%,1.73,00:00:36,0,$0.00,0.00%,2.86%
Coffeyville,"Jan 1, 2018 - Jan 31, 2018",Direct Traffic,1,1,1,100.00%,1.00,00:00:00,0,$0.00,0.00%,0.00%
